PurchaseOrderLineID,PurchaseOrderID,VariantID,ProductID,QuantityOrdered,QuantityReceived,POUnitCost,POLineCost
PO003125-16,PO003125,V00712,P0036,1,1,71.07,71.07
PO003125-17,PO003125,V00725,P0043,2,1,69.41,138.82
PO003125-18,PO003125,V00739,P0050,3,2,106.64,319.92
PO003126-1,PO003126,V00001,P0001,1,0,128.94,128.94
PO003126-2,PO003126,V00002,P0001,1,1,128.94,128.94
PO003126-3,PO003126,V00004,P0001,1,1,128.94,128.94
PO003126-4,PO003126,V00006,P0001,2,2,128.94,257.88
PO003126-5,PO003126,V00009,P0001,1,0,128.94,128.94
PO003126-6,PO003126,V00012,P0001,1,1,128.94,128.94
PO003126-7,PO003126,V00186,P0008,1,1,66.10,66.10
PO003126-8,PO003126,V00337,P0015,1,1,96.98,96.98
PO003126-9,PO003126,V00342,P0015,1,1,96.98,96.98
PO003126-10,PO003126,V00477,P0022,1,1,183.11,183.11
PO003126-11,PO003126,V00482,P0022,1,1,183.11,183.11
PO003126-12,PO003126,V00490,P0022,1,1,183.11,183.11
PO003126-13,PO003126,V00491,P0022,1,0,183.11,183.11
PO003126-14,PO003126,V00602,P0029,1,0,68.37,68.37
PO003126-15,PO003126,V00609,P0029,2,2,68.37,136.74
PO003126-16,PO003126,V00610,P0029,1,1,68.37,68.37
PO003126-17,PO003126,V00614,P0029,1,1,68.37,68.37
PO003127-1,PO003127,V00153,P0007,1,1,50.66,50.66
PO003127-2,PO003127,V00333,P0014,1,1,76.85,76.85
PO003127-3,PO003127,V00336,P0014,1,1,76.85,76.85
PO003127-4,PO003127,V00457,P0021,1,1,129.34,129.34
PO003127-5,PO003127,V00471,P0021,2,1,129.34,258.68
PO003127-6,PO003127,V00592,P0028,1,1,43.73,43.73
PO003127-7,PO003127,V00598,P0028,1,1,43.73,43.73
PO003127-8,PO003127,V00723,P0042,3,3,142.14,426.42
PO003127-9,PO003127,V00724,P0042,2,2,142.14,284.28
PO003127-10,PO003127,V00737,P0049,6,6,24.49,146.94
PO003128-1,PO003128,V00004,P0001,1,0,128.94,128.94
PO003128-2,PO003128,V00005,P0001,1,1,128.94,128.94
PO003128-3,PO003128,V00008,P0001,1,0,128.94,128.94
PO003128-4,PO003128,V00010,P0001,1,0,128.94,128.94
PO003128-5,PO003128,V00011,P0001,1,1,128.94,128.94
PO003128-6,PO003128,V00016,P0001,1,1,128.94,128.94
PO003128-7,PO003128,V00020,P0001,1,1,128.94,128.94
PO003128-8,PO003128,V00174,P0008,2,2,66.10,132.20
PO003128-9,PO003128,V00183,P0008,1,1,66.10,66.10
PO003128-10,PO003128,V00191,P0008,1,0,66.10,66.10
PO003128-11,PO003128,V00344,P0015,1,1,96.98,96.98
PO003128-12,PO003128,V00354,P0015,1,1,96.98,96.98
PO003128-13,PO003128,V00356,P0015,1,1,96.98,96.98
PO003128-14,PO003128,V00478,P0022,1,0,183.11,183.11
PO003128-15,PO003128,V00484,P0022,2,2,183.11,366.22
PO003128-16,PO003128,V00486,P0022,2,2,183.11,366.22
PO003128-17,PO003128,V00490,P0022,1,1,183.11,183.11
PO003128-18,PO003128,V00604,P0029,1,1,68.37,68.37
PO003128-19,PO003128,V00607,P0029,1,1,68.37,68.37
PO003128-20,PO003128,V00610,P0029,1,1,68.37,68.37
PO003128-21,PO003128,V00611,P0029,1,1,68.37,68.37
PO003128-22,PO003128,V00612,P0029,1,1,68.37,68.37
PO003128-23,PO003128,V00615,P0029,3,2,68.37,205.11
PO003128-24,PO003128,V00711,P0036,6,6,71.07,426.42
PO003128-25,PO003128,V00726,P0043,3,3,69.41,208.23
PO003128-26,PO003128,V00739,P0050,7,5,106.64,746.48
PO003129-1,PO003129,V00097,P0005,1,1,57.40,57.40
PO003129-2,PO003129,V00113,P0005,1,1,57.40,57.40
PO003129-3,PO003129,V00277,P0012,1,1,49.13,49.13
PO003129-4,PO003129,V00433,P0019,2,2,113.30,226.60
PO003129-5,PO003129,V00553,P0026,1,1,23.28,23.28
PO003129-6,PO003129,V00556,P0026,2,2,23.28,46.56
PO003129-7,PO003129,V00674,P0033,1,1,19.62,19.62
PO003129-8,PO003129,V00720,P0040,2,2,175.80,351.60
PO003130-1,PO003130,V00077,P0004,2,2,113.76,227.52
PO003130-2,PO003130,V00247,P0011,1,1,64.70,64.70
PO003130-3,PO003130,V00252,P0011,1,1,64.70,64.70
PO003130-4,PO003130,V00261,P0011,1,1,64.70,64.70
PO003130-5,PO003130,V00405,P0018,1,1,76.28,76.28
PO003130-6,PO003130,V00406,P0018,1,1,76.28,76.28
PO003130-7,PO003130,V00412,P0018,1,1,76.28,76.28
PO003130-8,PO003130,V00418,P0018,1,1,76.28,76.28
PO003130-9,PO003130,V00533,P0025,2,2,37.91,75.82
PO003130-10,PO003130,V00543,P0025,1,1,37.91,37.91
PO003130-11,PO003130,V00669,P0032,1,1,19.58,19.58
PO003131-1,PO003131,V00052,P0003,1,1,82.88,82.88
PO003131-2,PO003131,V00066,P0003,2,2,82.88,165.76
PO003131-3,PO003131,V00231,P0010,1,1,50.77,50.77
PO003131-4,PO003131,V00387,P0017,1,1,75.63,75.63
PO003131-5,PO003131,V00389,P0017,1,1,75.63,75.63
PO003131-6,PO003131,V00394,P0017,1,1,75.63,75.63
PO003131-7,PO003131,V00398,P0017,1,1,75.63,75.63
PO003131-8,PO003131,V00514,P0024,1,1,56.39,56.39
PO003131-9,PO003131,V00716,P0038,2,2,247.30,494.60
PO003131-10,PO003131,V00743,P0052,1,1,50.46,50.46
PO003132-1,PO003132,V00017,P0001,1,0,128.94,128.94
PO003132-2,PO003132,V00019,P0001,1,1,128.94,128.94
PO003132-3,PO003132,V00021,P0001,1,1,128.94,128.94
PO003132-4,PO003132,V00174,P0008,2,2,66.10,132.20
PO003132-5,PO003132,V00190,P0008,1,0,66.10,66.10
PO003132-6,PO003132,V00344,P0015,1,1,96.98,96.98
PO003132-7,PO003132,V00354,P0015,1,0,96.98,96.98
PO003132-8,PO003132,V00477,P0022,1,1,183.11,183.11
PO003132-9,PO003132,V00478,P0022,2,2,183.11,366.22
PO003132-10,PO003132,V00480,P0022,1,1,183.11,183.11
PO003132-11,PO003132,V00492,P0022,2,2,183.11,366.22
PO003132-12,PO003132,V00610,P0029,2,2,68.37,136.74
PO003132-13,PO003132,V00614,P0029,1,1,68.37,68.37
PO003132-14,PO003132,V00615,P0029,1,0,68.37,68.37
PO003133-1,PO003133,V00078,P0004,1,1,113.76,113.76
PO003133-2,PO003133,V00083,P0004,2,2,113.76,227.52
PO003133-3,PO003133,V00089,P0004,2,2,113.76,227.52
PO003133-4,PO003133,V00090,P0004,1,1,113.76,113.76
PO003133-5,PO003133,V00091,P0004,1,1,113.76,113.76
PO003133-6,PO003133,V00244,P0011,1,1,64.70,64.70
PO003133-7,PO003133,V00257,P0011,1,1,64.70,64.70
PO003133-8,PO003133,V00261,P0011,2,2,64.70,129.40
PO003133-9,PO003133,V00263,P0011,1,1,64.70,64.70
PO003133-10,PO003133,V00405,P0018,1,1,76.28,76.28
PO003133-11,PO003133,V00416,P0018,1,1,76.28,76.28
PO003133-12,PO003133,V00418,P0018,1,1,76.28,76.28
PO003133-13,PO003133,V00419,P0018,1,1,76.28,76.28
PO003133-14,PO003133,V00420,P0018,1,1,76.28,76.28
PO003133-15,PO003133,V00537,P0025,2,2,37.91,75.82
PO003133-16,PO003133,V00539,P0025,1,1,37.91,37.91
PO003133-17,PO003133,V00540,P0025,1,1,37.91,37.91
PO003133-18,PO003133,V00543,P0025,2,2,37.91,75.82
PO003133-19,PO003133,V00545,P0025,1,1,37.91,37.91
PO003133-20,PO003133,V00657,P0032,1,1,19.58,19.58
PO003133-21,PO003133,V00665,P0032,1,1,19.58,19.58
PO003133-22,PO003133,V00669,P0032,1,1,19.58,19.58
PO003133-23,PO003133,V00672,P0032,1,1,19.58,19.58
PO003133-24,PO003133,V00718,P0039,4,4,88.32,353.28
PO003133-25,PO003133,V00731,P0046,3,3,48.96,146.88
PO003133-26,PO003133,V00732,P0046,1,1,48.96,48.96
PO003134-1,PO003134,V00161,P0007,3,3,50.66,151.98
PO003134-2,PO003134,V00314,P0014,1,1,76.85,76.85
PO003134-3,PO003134,V00316,P0014,2,2,76.85,153.70
PO003134-4,PO003134,V00322,P0014,1,1,76.85,76.85
PO003134-5,PO003134,V00331,P0014,2,2,76.85,153.70
PO003134-6,PO003134,V00334,P0014,1,1,76.85,76.85
PO003134-7,PO003134,V00458,P0021,1,1,129.34,129.34
PO003134-8,PO003134,V00467,P0021,1,1,129.34,129.34
PO003134-9,PO003134,V00471,P0021,2,2,129.34,258.68
PO003134-10,PO003134,V00595,P0028,2,2,43.73,87.46
PO003134-11,PO003134,V00597,P0028,2,2,43.73,87.46
PO003135-1,PO003135,V00100,P0005,2,2,57.40,114.80
PO003135-2,PO003135,V00117,P0005,1,1,57.40,57.40
PO003135-3,PO003135,V00276,P0012,1,1,49.13,49.13
PO003135-4,PO003135,V00281,P0012,1,1,49.13,49.13
PO003135-5,PO003135,V00430,P0019,1,1,113.30,113.30
PO003135-6,PO003135,V00683,P0033,1,1,19.62,19.62
PO003135-7,PO003135,V00684,P0033,2,2,19.62,39.24
PO003136-1,PO003136,V00063,P0003,1,1,82.88,82.88
PO003136-2,PO003136,V00221,P0010,1,1,50.77,50.77
PO003136-3,PO003136,V00233,P0010,1,1,50.77,50.77
PO003136-4,PO003136,V00235,P0010,1,1,50.77,50.77
PO003136-5,PO003136,V00238,P0010,1,1,50.77,50.77
PO003136-6,PO003136,V00386,P0017,1,1,75.63,75.63
PO003136-7,PO003136,V00393,P0017,2,2,75.63,151.26
PO003136-8,PO003136,V00514,P0024,1,1,56.39,56.39
PO003136-9,PO003136,V00515,P0024,1,1,56.39,56.39
PO003136-10,PO003136,V00518,P0024,1,1,56.39,56.39
PO003136-11,PO003136,V00519,P0024,2,2,56.39,112.78
PO003136-12,PO003136,V00521,P0024,1,1,56.39,56.39
PO003136-13,PO003136,V00525,P0024,4,4,56.39,225.56
PO003136-14,PO003136,V00645,P0031,1,1,36.58,36.58
PO003136-15,PO003136,V00647,P0031,1,1,36.58,36.58
PO003136-16,PO003136,V00729,P0045,2,2,37.23,74.46
PO003137-1,PO003137,V00149,P0007,2,2,50.66,101.32
PO003137-2,PO003137,V00157,P0007,1,1,50.66,50.66
PO003137-3,PO003137,V00314,P0014,3,3,76.85,230.55
PO003137-4,PO003137,V00319,P0014,1,1,76.85,76.85
PO003137-5,PO003137,V00326,P0014,1,1,76.85,76.85
PO003137-6,PO003137,V00457,P0021,2,2,129.34,258.68
PO003137-7,PO003137,V00463,P0021,2,2,129.34,258.68
PO003137-8,PO003137,V00464,P0021,1,1,129.34,129.34
PO003137-9,PO003137,V00586,P0028,3,3,43.73,131.19
PO003137-10,PO003137,V00600,P0028,1,1,43.73,43.73
PO003137-11,PO003137,V00709,P0035,5,5,82.32,411.60
PO003138-1,PO003138,V00005,P0001,2,2,128.94,257.88
PO003138-2,PO003138,V00008,P0001,1,1,128.94,128.94
PO003138-3,PO003138,V00010,P0001,2,2,128.94,257.88
PO003138-4,PO003138,V00015,P0001,2,2,128.94,257.88
PO003138-5,PO003138,V00017,P0001,1,1,128.94,128.94
PO003138-6,PO003138,V00018,P0001,2,2,128.94,257.88
PO003138-7,PO003138,V00021,P0001,1,1,128.94,128.94
PO003138-8,PO003138,V00174,P0008,1,1,66.10,66.10
PO003138-9,PO003138,V00176,P0008,2,1,66.10,132.20
PO003138-10,PO003138,V00180,P0008,1,1,66.10,66.10
PO003138-11,PO003138,V00183,P0008,1,1,66.10,66.10
PO003138-12,PO003138,V00185,P0008,1,1,66.10,66.10
PO003138-13,PO003138,V00348,P0015,1,1,96.98,96.98
PO003138-14,PO003138,V00356,P0015,1,1,96.98,96.98
PO003138-15,PO003138,V00357,P0015,1,1,96.98,96.98
PO003138-16,PO003138,V00358,P0015,1,1,96.98,96.98
PO003138-17,PO003138,V00359,P0015,1,1,96.98,96.98
PO003138-18,PO003138,V00487,P0022,2,2,183.11,366.22
PO003138-19,PO003138,V00490,P0022,3,3,183.11,549.33
PO003138-20,PO003138,V00491,P0022,1,1,183.11,183.11
PO003138-21,PO003138,V00492,P0022,1,1,183.11,183.11
PO003138-22,PO003138,V00602,P0029,1,1,68.37,68.37
PO003138-23,PO003138,V00603,P0029,1,1,68.37,68.37
PO003138-24,PO003138,V00608,P0029,1,1,68.37,68.37
PO003138-25,PO003138,V00611,P0029,1,1,68.37,68.37
PO003138-26,PO003138,V00615,P0029,2,2,68.37,136.74
PO003138-27,PO003138,V00712,P0036,1,1,71.07,71.07
PO003138-28,PO003138,V00725,P0043,1,1,69.41,69.41
PO003139-1,PO003139,V00126,P0006,1,1,72.02,72.02
PO003139-2,PO003139,V00130,P0006,1,1,72.02,72.02
PO003139-3,PO003139,V00289,P0013,1,1,77.03,77.03
PO003139-4,PO003139,V00290,P0013,1,1,77.03,77.03
PO003139-5,PO003139,V00292,P0013,1,1,77.03,77.03
PO003139-6,PO003139,V00294,P0013,1,1,77.03,77.03
PO003139-7,PO003139,V00295,P0013,1,1,77.03,77.03
PO003139-8,PO003139,V00443,P0020,1,1,217.91,217.91
PO003139-9,PO003139,V00450,P0020,2,2,217.91,435.82
PO003139-10,PO003139,V00453,P0020,1,1,217.91,217.91
PO003139-11,PO003139,V00567,P0027,1,1,42.30,42.30
PO003139-12,PO003139,V00569,P0027,1,1,42.30,42.30
PO003139-13,PO003139,V00581,P0027,1,1,42.30,42.30
PO003139-14,PO003139,V00698,P0034,1,1,30.69,30.69
PO003139-15,PO003139,V00700,P0034,2,2,30.69,61.38
PO003139-16,PO003139,V00705,P0034,1,1,30.69,30.69
PO003140-1,PO003140,V00101,P0005,1,1,57.40,57.40
PO003140-2,PO003140,V00113,P0005,2,2,57.40,114.80
PO003140-3,PO003140,V00271,P0012,1,1,49.13,49.13
PO003140-4,PO003140,V00288,P0012,1,1,49.13,49.13
PO003140-5,PO003140,V00549,P0026,1,1,23.28,23.28
PO003140-6,PO003140,V00688,P0033,1,1,19.62,19.62
PO003140-7,PO003140,V00734,P0047,2,2,39.76,79.52
PO003141-1,PO003141,V00124,P0006,1,1,72.02,72.02
PO003141-2,PO003141,V00131,P0006,1,1,72.02,72.02
PO003141-3,PO003141,V00141,P0006,1,1,72.02,72.02
PO003141-4,PO003141,V00304,P0013,1,1,77.03,77.03
PO003141-5,PO003141,V00446,P0020,1,1,217.91,217.91
PO003141-6,PO003141,V00568,P0027,1,1,42.30,42.30
PO003141-7,PO003141,V00721,P0041,2,2,104.23,208.46
PO003142-1,PO003142,V00299,P0013,2,2,77.03,154.06
PO003142-2,PO003142,V00454,P0020,1,1,217.91,217.91
PO003142-3,PO003142,V00456,P0020,1,1,217.91,217.91
PO003142-4,PO003142,V00698,P0034,1,1,30.69,30.69
PO003142-5,PO003142,V00706,P0034,1,1,30.69,30.69
PO003143-1,PO003143,V00079,P0004,1,1,113.76,113.76
PO003143-2,PO003143,V00531,P0025,1,1,37.91,37.91
PO003143-3,PO003143,V00534,P0025,1,1,37.91,37.91
PO003143-4,PO003143,V00543,P0025,1,1,37.91,37.91
PO003143-5,PO003143,V00657,P0032,1,1,19.58,19.58
PO003144-1,PO003144,V00102,P0005,1,1,57.40,57.40
PO003144-2,PO003144,V00267,P0012,1,1,49.13,49.13
PO003144-3,PO003144,V00277,P0012,2,2,49.13,98.26
PO003144-4,PO003144,V00281,P0012,1,1,49.13,49.13
PO003144-5,PO003144,V00427,P0019,1,1,113.30,113.30
PO003144-6,PO003144,V00436,P0019,1,1,113.30,113.30
PO003144-7,PO003144,V00549,P0026,3,3,23.28,69.84
PO003144-8,PO003144,V00550,P0026,1,1,23.28,23.28
PO003144-9,PO003144,V00556,P0026,1,1,23.28,23.28
PO003144-10,PO003144,V00562,P0026,1,1,23.28,23.28
PO003144-11,PO003144,V00563,P0026,1,1,23.28,23.28
PO003144-12,PO003144,V00676,P0033,3,3,19.62,58.86
PO003144-13,PO003144,V00677,P0033,2,2,19.62,39.24
PO003144-14,PO003144,V00685,P0033,1,1,19.62,19.62
PO003144-15,PO003144,V00690,P0033,1,1,19.62,19.62
PO003144-16,PO003144,V00719,P0040,6,6,175.80,1054.80
PO003144-17,PO003144,V00733,P0047,2,2,39.76,79.52
PO003144-18,PO003144,V00734,P0047,6,6,39.76,238.56
PO003145-1,PO003145,V00306,P0013,1,1,77.03,77.03
PO003145-2,PO003145,V00444,P0020,1,1,217.91,217.91
PO003145-3,PO003145,V00455,P0020,3,3,217.91,653.73
PO003145-4,PO003145,V00565,P0027,1,1,42.30,42.30
PO003145-5,PO003145,V00575,P0027,2,2,42.30,84.60
PO003145-6,PO003145,V00580,P0027,1,1,42.30,42.30
PO003145-7,PO003145,V00700,P0034,1,1,30.69,30.69
PO003146-1,PO003146,V00027,P0002,1,1,78.05,78.05
PO003146-2,PO003146,V00036,P0002,1,1,78.05,78.05
PO003146-3,PO003146,V00040,P0002,1,1,78.05,78.05
PO003146-4,PO003146,V00042,P0002,1,1,78.05,78.05
PO003146-5,PO003146,V00045,P0002,1,1,78.05,78.05
PO003146-6,PO003146,V00206,P0009,1,1,50.35,50.35
PO003146-7,PO003146,V00216,P0009,1,1,50.35,50.35
PO003146-8,PO003146,V00369,P0016,1,1,84.90,84.90
PO003146-9,PO003146,V00379,P0016,1,0,84.90,84.90
PO003146-10,PO003146,V00500,P0023,1,1,63.21,63.21
PO003146-11,PO003146,V00507,P0023,1,1,63.21,63.21
PO003146-12,PO003146,V00627,P0030,3,3,54.14,162.42
PO003146-13,PO003146,V00628,P0030,1,1,54.14,54.14
PO003146-14,PO003146,V00634,P0030,2,2,54.14,108.28
PO003146-15,PO003146,V00727,P0044,4,4,59.10,236.40
PO003146-16,PO003146,V00728,P0044,4,4,59.10,236.40
PO003147-1,PO003147,V00138,P0006,1,1,72.02,72.02
PO003147-2,PO003147,V00292,P0013,1,1,77.03,77.03
PO003147-3,PO003147,V00307,P0013,1,1,77.03,77.03
PO003147-4,PO003147,V00445,P0020,1,1,217.91,217.91
PO003147-5,PO003147,V00447,P0020,1,1,217.91,217.91
PO003147-6,PO003147,V00448,P0020,1,1,217.91,217.91
PO003147-7,PO003147,V00452,P0020,1,1,217.91,217.91
PO003147-8,PO003147,V00456,P0020,1,1,217.91,217.91
PO003147-9,PO003147,V00578,P0027,1,1,42.30,42.30
PO003147-10,PO003147,V00704,P0034,1,1,30.69,30.69
PO003147-11,PO003147,V00706,P0034,1,1,30.69,30.69
PO003147-12,PO003147,V00708,P0034,2,2,30.69,61.38
PO003147-13,PO003147,V00722,P0041,2,2,104.23,208.46
PO003148-1,PO003148,V00335,P0014,1,1,76.85,76.85
PO003148-2,PO003148,V00458,P0021,1,1,129.34,129.34
PO003148-3,PO003148,V00470,P0021,1,1,129.34,129.34
PO003148-4,PO003148,V00583,P0028,1,1,43.73,43.73
PO003148-5,PO003148,V00585,P0028,1,1,43.73,43.73
PO003148-6,PO003148,V00586,P0028,1,1,43.73,43.73
PO003148-7,PO003148,V00591,P0028,2,2,43.73,87.46
PO003148-8,PO003148,V00595,P0028,1,1,43.73,43.73
PO003149-1,PO003149,V00034,P0002,1,1,78.05,78.05
PO003149-2,PO003149,V00204,P0009,1,1,50.35,50.35
PO003149-3,PO003149,V00365,P0016,1,1,84.90,84.90
PO003149-4,PO003149,V00371,P0016,1,1,84.90,84.90
PO003149-5,PO003149,V00377,P0016,2,2,84.90,169.80
PO003149-6,PO003149,V00496,P0023,1,1,63.21,63.21
PO003149-7,PO003149,V00505,P0023,1,1,63.21,63.21
PO003149-8,PO003149,V00506,P0023,1,1,63.21,63.21
PO003149-9,PO003149,V00507,P0023,1,1,63.21,63.21
PO003149-10,PO003149,V00508,P0023,5,5,63.21,316.05
PO003149-11,PO003149,V00627,P0030,2,2,54.14,108.28
PO003149-12,PO003149,V00629,P0030,1,1,54.14,54.14
PO003149-13,PO003149,V00634,P0030,1,1,54.14,54.14
PO003149-14,PO003149,V00713,P0037,1,1,116.94,116.94
PO003149-15,PO003149,V00727,P0044,2,2,59.10,118.20
PO003149-16,PO003149,V00741,P0051,3,3,32.91,98.73
PO003150-1,PO003150,V00158,P0007,1,1,50.66,50.66
PO003150-2,PO003150,V00163,P0007,1,1,50.66,50.66
PO003150-3,PO003150,V00321,P0014,1,1,76.85,76.85
PO003150-4,PO003150,V00586,P0028,1,1,43.73,43.73
PO003150-5,PO003150,V00587,P0028,2,2,43.73,87.46
PO003150-6,PO003150,V00724,P0042,3,3,142.14,426.42
PO003151-1,PO003151,V00102,P0005,1,1,57.40,57.40
PO003151-2,PO003151,V00106,P0005,1,1,57.40,57.40
PO003151-3,PO003151,V00269,P0012,1,1,49.13,49.13
PO003151-4,PO003151,V00284,P0012,1,1,49.13,49.13
PO003151-5,PO003151,V00431,P0019,1,1,113.30,113.30
PO003151-6,PO003151,V00433,P0019,1,1,113.30,113.30
PO003151-7,PO003151,V00548,P0026,1,1,23.28,23.28
PO003151-8,PO003151,V00556,P0026,1,1,23.28,23.28
PO003151-9,PO003151,V00557,P0026,1,1,23.28,23.28
PO003151-10,PO003151,V00561,P0026,1,1,23.28,23.28
PO003151-11,PO003151,V00684,P0033,1,1,19.62,19.62
PO003151-12,PO003151,V00685,P0033,1,1,19.62,19.62
PO003151-13,PO003151,V00734,P0047,3,3,39.76,119.28
PO003152-1,PO003152,V00067,P0003,1,1,82.88,82.88
PO003152-2,PO003152,V00223,P0010,1,1,50.77,50.77
PO003152-3,PO003152,V00231,P0010,1,1,50.77,50.77
PO003152-4,PO003152,V00386,P0017,1,1,75.63,75.63
PO003152-5,PO003152,V00388,P0017,2,2,75.63,151.26
PO003152-6,PO003152,V00513,P0024,2,2,56.39,112.78
PO003152-7,PO003152,V00517,P0024,1,1,56.39,56.39
PO003152-8,PO003152,V00519,P0024,1,1,56.39,56.39
PO003152-9,PO003152,V00525,P0024,1,1,56.39,56.39
PO003152-10,PO003152,V00744,P0052,2,2,50.46,100.92
PO003153-1,PO003153,V00016,P0001,1,0,128.94,128.94
PO003153-2,PO003153,V00182,P0008,1,1,66.10,66.10
PO003153-3,PO003153,V00185,P0008,2,2,66.10,132.20
PO003153-4,PO003153,V00341,P0015,1,1,96.98,96.98
PO003153-5,PO003153,V00615,P0029,1,1,68.37,68.37
PO003153-6,PO003153,V00726,P0043,3,3,69.41,208.23
PO003153-7,PO003153,V00739,P0050,2,1,106.64,213.28
PO003153-8,PO003153,V00740,P0050,3,3,106.64,319.92
PO003154-1,PO003154,V00163,P0007,3,3,50.66,151.98
PO003154-2,PO003154,V00317,P0014,2,2,76.85,153.70
PO003154-3,PO003154,V00319,P0014,1,1,76.85,76.85
PO003154-4,PO003154,V00466,P0021,1,1,129.34,129.34
PO003154-5,PO003154,V00471,P0021,1,1,129.34,129.34
PO003154-6,PO003154,V00473,P0021,1,1,129.34,129.34
PO003154-7,PO003154,V00594,P0028,1,1,43.73,43.73
PO003155-1,PO003155,V00227,P0010,1,1,50.77,50.77
PO003155-2,PO003155,V00388,P0017,1,1,75.63,75.63
PO003155-3,PO003155,V00389,P0017,1,1,75.63,75.63
PO003155-4,PO003155,V00397,P0017,1,1,75.63,75.63
PO003155-5,PO003155,V00400,P0017,1,1,75.63,75.63
PO003155-6,PO003155,V00514,P0024,1,1,56.39,56.39
PO003155-7,PO003155,V00516,P0024,1,1,56.39,56.39
PO003155-8,PO003155,V00650,P0031,1,1,36.58,36.58
PO003155-9,PO003155,V00652,P0031,1,1,36.58,36.58
PO003155-10,PO003155,V00729,P0045,2,2,37.23,74.46
PO003155-11,PO003155,V00744,P0052,2,2,50.46,100.92
PO003156-1,PO003156,V00193,P0009,1,1,50.35,50.35
PO003156-2,PO003156,V00380,P0016,1,0,84.90,84.90
PO003156-3,PO003156,V00495,P0023,1,1,63.21,63.21
PO003156-4,PO003156,V00501,P0023,2,2,63.21,126.42
PO003156-5,PO003156,V00628,P0030,4,4,54.14,216.56
PO003156-6,PO003156,V00632,P0030,1,1,54.14,54.14
PO003157-1,PO003157,V00293,P0013,1,1,77.03,77.03
PO003157-2,PO003157,V00439,P0020,1,1,217.91,217.91
PO003157-3,PO003157,V00449,P0020,1,1,217.91,217.91
PO003157-4,PO003157,V00568,P0027,2,2,42.30,84.60
PO003157-5,PO003157,V00576,P0027,1,1,42.30,42.30
PO003157-6,PO003157,V00696,P0034,2,2,30.69,61.38
PO003157-7,PO003157,V00707,P0034,1,1,30.69,30.69
PO003158-1,PO003158,V00031,P0002,1,1,78.05,78.05
PO003158-2,PO003158,V00039,P0002,2,2,78.05,156.10
PO003158-3,PO003158,V00042,P0002,1,1,78.05,78.05
PO003158-4,PO003158,V00195,P0009,1,1,50.35,50.35
PO003158-5,PO003158,V00202,P0009,1,0,50.35,50.35
PO003158-6,PO003158,V00214,P0009,1,1,50.35,50.35
PO003158-7,PO003158,V00495,P0023,1,1,63.21,63.21
PO003158-8,PO003158,V00503,P0023,1,1,63.21,63.21
PO003158-9,PO003158,V00510,P0023,1,1,63.21,63.21
PO003158-10,PO003158,V00628,P0030,1,1,54.14,54.14
PO003158-11,PO003158,V00629,P0030,1,1,54.14,54.14
PO003158-12,PO003158,V00713,P0037,2,2,116.94,233.88
PO003158-13,PO003158,V00714,P0037,3,3,116.94,350.82
PO003159-1,PO003159,V00006,P0001,1,0,128.94,128.94
PO003159-2,PO003159,V00007,P0001,1,1,128.94,128.94
PO003159-3,PO003159,V00014,P0001,1,1,128.94,128.94
PO003159-4,PO003159,V00017,P0001,1,1,128.94,128.94
PO003159-5,PO003159,V00174,P0008,3,3,66.10,198.30
PO003159-6,PO003159,V00176,P0008,1,1,66.10,66.10
PO003159-7,PO003159,V00179,P0008,1,1,66.10,66.10
PO003159-8,PO003159,V00342,P0015,1,1,96.98,96.98
PO003159-9,PO003159,V00346,P0015,1,1,96.98,96.98
PO003159-10,PO003159,V00347,P0015,2,2,96.98,193.96
PO003159-11,PO003159,V00350,P0015,1,1,96.98,96.98
PO003159-12,PO003159,V00354,P0015,1,0,96.98,96.98
PO003159-13,PO003159,V00355,P0015,1,1,96.98,96.98
PO003159-14,PO003159,V00360,P0015,1,1,96.98,96.98
PO003159-15,PO003159,V00475,P0022,1,1,183.11,183.11
PO003159-16,PO003159,V00483,P0022,1,1,183.11,183.11
PO003159-17,PO003159,V00484,P0022,1,0,183.11,183.11
PO003159-18,PO003159,V00486,P0022,1,1,183.11,183.11
PO003159-19,PO003159,V00488,P0022,3,2,183.11,549.33
PO003159-20,PO003159,V00602,P0029,2,2,68.37,136.74
PO003159-21,PO003159,V00604,P0029,1,1,68.37,68.37
PO003159-22,PO003159,V00609,P0029,1,1,68.37,68.37
PO003159-23,PO003159,V00616,P0029,1,1,68.37,68.37
PO003159-24,PO003159,V00711,P0036,1,1,71.07,71.07
PO003159-25,PO003159,V00725,P0043,1,1,69.41,69.41
PO003159-26,PO003159,V00726,P0043,4,3,69.41,277.64
PO003159-27,PO003159,V00739,P0050,4,3,106.64,426.56
PO003159-28,PO003159,V00740,P0050,1,1,106.64,106.64
PO003160-1,PO003160,V00303,P0013,3,3,77.03,231.09
PO003160-2,PO003160,V00308,P0013,3,3,77.03,231.09
PO003160-3,PO003160,V00311,P0013,1,1,77.03,77.03
PO003160-4,PO003160,V00440,P0020,1,1,217.91,217.91
PO003160-5,PO003160,V00443,P0020,1,1,217.91,217.91
PO003160-6,PO003160,V00452,P0020,1,1,217.91,217.91
PO003160-7,PO003160,V00566,P0027,1,1,42.30,42.30
PO003160-8,PO003160,V00568,P0027,1,1,42.30,42.30
PO003160-9,PO003160,V00573,P0027,1,1,42.30,42.30
PO003160-10,PO003160,V00574,P0027,1,1,42.30,42.30
