OrderID,OrderNumber,StoreID,CustomerID,Channel,OrderDate,OrderStatus,GrossAmount,DiscountAmount,SubTotal,TaxAmount,OrderTotal,PaymentMethod
SO015618,YK-2025-015618,ST010,C00992,Store,2025-10-18,Completed,1011.85,31.99,979.86,80.84,1060.70,Credit Card
SO015619,YK-2025-015619,ST011,C05359,Store,2025-10-18,Shipped,658.70,0.00,658.70,54.34,713.04,Credit Card
SO015620,YK-2025-015620,ST011,C02550,Store,2025-10-18,Completed,240.95,0.00,240.95,19.88,260.83,Credit Card
SO015621,YK-2025-015621,ST011,C01188,Store,2025-10-18,Completed,157.95,0.00,157.95,13.03,170.98,Debit Card
SO015622,YK-2025-015622,ST011,C00624,Store,2025-10-18,Completed,116.95,0.00,116.95,9.65,126.60,Yuktikara Rewards Card
SO015623,YK-2025-015623,ST011,C03171,Store,2025-10-18,Completed,431.90,0.00,431.90,35.63,467.53,Credit Card
SO015624,YK-2025-015624,ST011,C00366,Store,2025-10-18,Completed,126.95,0.00,126.95,10.47,137.42,Debit Card
SO015625,YK-2025-015625,ST011,C02088,Store,2025-10-18,Completed,227.90,0.00,227.90,18.80,246.70,Credit Card
SO015626,YK-2025-015626,ST012,C00773,Store,2025-10-18,Completed,341.90,0.00,341.90,28.21,370.11,Credit Card
SO015627,YK-2025-015627,ST012,C03637,Store,2025-10-18,Completed,381.75,17.59,364.16,30.04,394.20,Debit Card
SO015628,YK-2025-015628,ST013,C04223,Store,2025-10-18,Shipped,215.95,0.00,215.95,17.82,233.77,Credit Card
SO015629,YK-2025-015629,ST013,C01076,Store,2025-10-18,Completed,259.90,0.00,259.90,21.44,281.34,Debit Card
SO015630,YK-2025-015630,ST014,C01987,Store,2025-10-18,Completed,51.95,0.00,51.95,4.29,56.24,Yuktikara Rewards Card
SO015631,YK-2025-015631,ST014,C03416,Store,2025-10-18,Completed,1135.70,36.19,1099.51,90.71,1190.22,Debit Card
SO015632,YK-2025-015632,ST014,C05770,Store,2025-10-18,Completed,133.95,0.00,133.95,11.05,145.00,Credit Card
SO015633,YK-2025-015633,ST014,C02125,Store,2025-10-18,Completed,233.90,0.00,233.90,19.30,253.20,Debit Card
SO015634,YK-2025-015634,ST015,C05211,Store,2025-10-18,Completed,487.80,23.39,464.41,38.31,502.72,Debit Card
SO015635,YK-2025-015635,ST015,C00016,Store,2025-10-18,Completed,1430.70,41.84,1388.86,114.58,1503.44,Yuktikara Rewards Card
SO015636,YK-2025-015636,ST016,C03380,Store,2025-10-18,Completed,425.95,0.00,425.95,35.14,461.09,Debit Card
SO015637,YK-2025-015637,ST016,C03321,Store,2025-10-18,Completed,249.90,0.00,249.90,20.62,270.52,Debit Card
SO015638,YK-2025-015638,ST016,C03655,Store,2025-10-18,Pending,93.95,0.00,93.95,7.75,101.70,Mobile Wallet
SO015639,YK-2025-015639,ST016,C03268,Store,2025-10-18,Completed,302.90,0.00,302.90,24.99,327.89,Debit Card
SO015640,YK-2025-015640,ST017,C03578,Store,2025-10-18,Completed,439.85,0.00,439.85,36.29,476.14,Credit Card
SO015641,YK-2025-015641,ST017,C03733,Store,2025-10-18,Completed,708.80,0.00,708.80,58.48,767.28,Debit Card
SO015642,YK-2025-015642,ST018,C04871,Store,2025-10-18,Completed,457.85,0.00,457.85,37.77,495.62,Credit Card
SO015643,YK-2025-015643,ST018,C01823,Store,2025-10-18,Completed,476.95,47.70,429.25,35.41,464.66,Credit Card
SO015644,YK-2025-015644,ST018,C03001,Store,2025-10-18,Completed,1169.75,0.00,1169.75,96.50,1266.25,Credit Card
SO015645,YK-2025-015645,ST900,C03194,Online,2025-10-18,Completed,135.95,0.00,135.95,11.22,147.17,Gift Card
SO015646,YK-2025-015646,ST900,C04021,Online,2025-10-18,Completed,854.80,0.00,854.80,70.52,925.32,Debit Card
SO015647,YK-2025-015647,ST900,C03004,Online,2025-10-18,Completed,341.85,14.79,327.06,26.98,354.04,Yuktikara Rewards Card
SO015648,YK-2025-015648,ST900,C05385,Online,2025-10-18,Completed,937.85,0.00,937.85,77.37,1015.22,Yuktikara Rewards Card
SO015649,YK-2025-015649,ST900,C01954,Online,2025-10-18,Completed,468.90,19.00,449.90,37.12,487.02,Yuktikara Rewards Card
SO015650,YK-2025-015650,ST900,C01415,Online,2025-10-18,Completed,256.90,0.00,256.90,21.19,278.09,Credit Card
SO015651,YK-2025-015651,ST900,C03719,Online,2025-10-18,Completed,39.95,0.00,39.95,3.30,43.25,Mobile Wallet
SO015652,YK-2025-015652,ST900,C00328,Online,2025-10-18,Completed,271.95,0.00,271.95,22.44,294.39,Debit Card
SO015653,YK-2025-015653,ST900,C01072,Online,2025-10-18,Completed,476.95,0.00,476.95,39.35,516.30,Credit Card
SO015654,YK-2025-015654,ST900,C04744,Online,2025-10-18,Completed,391.85,0.00,391.85,32.33,424.18,Credit Card
SO015655,YK-2025-015655,ST900,C00501,Online,2025-10-18,Completed,357.85,0.00,357.85,29.52,387.37,Mobile Wallet
SO015656,YK-2025-015656,ST001,C02452,Store,2025-10-19,Completed,325.90,0.00,325.90,26.89,352.79,Mobile Wallet
SO015657,YK-2025-015657,ST001,C00753,Store,2025-10-19,Completed,159.95,0.00,159.95,13.20,173.15,Debit Card
SO015658,YK-2025-015658,ST001,C00172,Store,2025-10-19,Completed,629.80,51.54,578.26,47.71,625.97,Credit Card
SO015659,YK-2025-015659,ST001,C03933,Store,2025-10-19,Completed,1214.70,98.97,1115.73,92.05,1207.78,Credit Card
SO015660,YK-2025-015660,ST001,C05469,Store,2025-10-19,Completed,135.95,0.00,135.95,11.22,147.17,Credit Card
SO015661,YK-2025-015661,ST001,C02836,Store,2025-10-19,Completed,632.90,0.00,632.90,52.21,685.11,Yuktikara Rewards Card
SO015662,YK-2025-015662,ST001,C03162,Store,2025-10-19,Completed,116.95,0.00,116.95,9.65,126.60,Credit Card
SO015663,YK-2025-015663,ST002,C00259,Store,2025-10-19,Completed,523.85,0.00,523.85,43.22,567.07,Debit Card
SO015664,YK-2025-015664,ST002,C00259,Store,2025-10-19,Completed,243.90,0.00,243.90,20.12,264.02,Mobile Wallet
SO015665,YK-2025-015665,ST002,C05393,Store,2025-10-19,Completed,701.85,0.00,701.85,57.90,759.75,Credit Card
SO015666,YK-2025-015666,ST002,C05042,Store,2025-10-19,Completed,452.90,18.79,434.11,35.81,469.92,Mobile Wallet
SO015667,YK-2025-015667,ST003,C01035,Store,2025-10-19,Completed,121.95,0.00,121.95,10.06,132.01,Credit Card
SO015668,YK-2025-015668,ST003,C00467,Store,2025-10-19,Completed,271.90,0.00,271.90,22.43,294.33,Credit Card
SO015669,YK-2025-015669,ST003,C04195,Store,2025-10-19,Completed,211.90,0.00,211.90,17.48,229.38,Credit Card
SO015670,YK-2025-015670,ST003,C00568,Store,2025-10-19,Completed,685.70,13.60,672.10,55.45,727.55,Credit Card
SO015671,YK-2025-015671,ST004,C04619,Store,2025-10-19,Completed,267.90,0.00,267.90,22.10,290.00,Credit Card
SO015672,YK-2025-015672,ST004,C04270,Store,2025-10-19,Completed,135.95,0.00,135.95,11.22,147.17,Yuktikara Rewards Card
SO015673,YK-2025-015673,ST004,C01557,Store,2025-10-19,Shipped,521.90,0.00,521.90,43.06,564.96,Credit Card
SO015674,YK-2025-015674,ST004,C05535,Store,2025-10-19,Completed,882.70,61.07,821.63,67.78,889.41,Credit Card
SO015675,YK-2025-015675,ST004,C03431,Store,2025-10-19,Completed,1113.85,0.00,1113.85,91.89,1205.74,Credit Card
SO015676,YK-2025-015676,ST004,C03880,Store,2025-10-19,Completed,701.85,0.00,701.85,57.90,759.75,Credit Card
SO015677,YK-2025-015677,ST004,C04650,Store,2025-10-19,Completed,119.95,17.99,101.96,8.41,110.37,Credit Card
SO015678,YK-2025-015678,ST005,C02314,Store,2025-10-19,Completed,384.80,0.00,384.80,31.75,416.55,Mobile Wallet
SO015679,YK-2025-015679,ST006,C04700,Store,2025-10-19,Completed,135.95,0.00,135.95,11.22,147.17,Credit Card
SO015680,YK-2025-015680,ST006,C03228,Store,2025-10-19,Cancelled,325.90,0.00,325.90,26.89,352.79,Credit Card
SO015681,YK-2025-015681,ST006,C01732,Store,2025-10-19,Completed,425.95,0.00,425.95,35.14,461.09,Mobile Wallet
SO015682,YK-2025-015682,ST006,C03167,Store,2025-10-19,Completed,231.90,0.00,231.90,19.13,251.03,Credit Card
SO015683,YK-2025-015683,ST007,C00960,Store,2025-10-19,Completed,165.90,0.00,165.90,13.69,179.59,Credit Card
SO015684,YK-2025-015684,ST007,C00185,Store,2025-10-19,Completed,75.95,0.00,75.95,6.27,82.22,Debit Card
SO015685,YK-2025-015685,ST007,C02138,Store,2025-10-19,Completed,350.85,23.69,327.16,26.99,354.15,Mobile Wallet
SO015686,YK-2025-015686,ST008,C04683,Store,2025-10-19,Completed,159.95,0.00,159.95,13.20,173.15,Mobile Wallet
SO015687,YK-2025-015687,ST008,C03595,Store,2025-10-19,Shipped,298.90,16.59,282.31,23.29,305.60,Credit Card
SO015688,YK-2025-015688,ST009,C01243,Store,2025-10-19,Shipped,95.95,0.00,95.95,7.92,103.87,Credit Card
SO015689,YK-2025-015689,ST009,C02842,Store,2025-10-19,Completed,239.90,0.00,239.90,19.79,259.69,Yuktikara Rewards Card
SO015690,YK-2025-015690,ST009,C02804,Store,2025-10-19,Cancelled,215.95,0.00,215.95,17.82,233.77,Yuktikara Rewards Card
SO015691,YK-2025-015691,ST010,C00328,Store,2025-10-19,Completed,295.85,0.00,295.85,24.41,320.26,Gift Card
SO015692,YK-2025-015692,ST010,C04508,Store,2025-10-19,Shipped,313.85,0.00,313.85,25.89,339.74,Credit Card
SO015693,YK-2025-015693,ST010,C02159,Store,2025-10-19,Completed,837.80,87.99,749.81,61.86,811.67,Credit Card
SO015694,YK-2025-015694,ST010,C00250,Store,2025-10-19,Completed,218.95,0.00,218.95,18.06,237.01,Mobile Wallet
SO015695,YK-2025-015695,ST011,C04153,Store,2025-10-19,Completed,119.95,17.99,101.96,8.41,110.37,Mobile Wallet
SO015696,YK-2025-015696,ST011,C03787,Store,2025-10-19,Completed,447.80,0.00,447.80,36.94,484.74,Credit Card
SO015697,YK-2025-015697,ST011,C02687,Store,2025-10-19,Completed,316.90,0.00,316.90,26.14,343.04,Yuktikara Rewards Card
SO015698,YK-2025-015698,ST012,C04131,Store,2025-10-19,Completed,138.95,13.90,125.05,10.32,135.37,Credit Card
SO015699,YK-2025-015699,ST012,C01091,Store,2025-10-19,Completed,372.85,12.44,360.41,29.73,390.14,Yuktikara Rewards Card
SO015700,YK-2025-015700,ST012,C04471,Store,2025-10-19,Completed,75.95,0.00,75.95,6.27,82.22,Gift Card
SO015701,YK-2025-015701,ST012,C03874,Store,2025-10-19,Shipped,82.95,12.44,70.51,5.82,76.33,Credit Card
SO015702,YK-2025-015702,ST013,C03905,Store,2025-10-19,Completed,122.95,0.00,122.95,10.14,133.09,Credit Card
SO015703,YK-2025-015703,ST013,C00755,Store,2025-10-19,Completed,52.95,0.00,52.95,4.37,57.32,Yuktikara Rewards Card
SO015704,YK-2025-015704,ST013,C02605,Store,2025-10-19,Completed,384.90,0.00,384.90,31.75,416.65,Credit Card
SO015705,YK-2025-015705,ST014,C01920,Store,2025-10-19,Shipped,473.90,0.00,473.90,39.10,513.00,Credit Card
SO015706,YK-2025-015706,ST014,C04751,Store,2025-10-19,Completed,916.75,0.00,916.75,75.63,992.38,Credit Card
SO015707,YK-2025-015707,ST014,C03468,Store,2025-10-19,Completed,215.95,32.39,183.56,15.14,198.70,Gift Card
SO015708,YK-2025-015708,ST014,C00170,Store,2025-10-19,Completed,450.80,0.00,450.80,37.19,487.99,Credit Card
SO015709,YK-2025-015709,ST015,C02115,Store,2025-10-19,Completed,157.95,0.00,157.95,13.03,170.98,Yuktikara Rewards Card
SO015710,YK-2025-015710,ST015,C02381,Store,2025-10-19,Completed,218.95,0.00,218.95,18.06,237.01,Debit Card
SO015711,YK-2025-015711,ST015,C00327,Store,2025-10-19,Completed,422.85,0.00,422.85,34.89,457.74,Credit Card
SO015712,YK-2025-015712,ST015,C01025,Store,2025-10-19,Completed,228.95,0.00,228.95,18.89,247.84,Mobile Wallet
SO015713,YK-2025-015713,ST017,C05711,Store,2025-10-19,Completed,361.90,0.00,361.90,29.86,391.76,Credit Card
SO015714,YK-2025-015714,ST018,C05314,Store,2025-10-19,Completed,132.95,0.00,132.95,10.97,143.92,Credit Card
SO015715,YK-2025-015715,ST018,C03319,Store,2025-10-19,Completed,247.90,0.00,247.90,20.45,268.35,Debit Card
SO015716,YK-2025-015716,ST900,C00910,Online,2025-10-19,Completed,992.75,48.19,944.56,77.93,1022.49,Debit Card
SO015717,YK-2025-015717,ST900,C02068,Online,2025-10-19,Completed,283.90,0.00,283.90,23.42,307.32,Yuktikara Rewards Card
SO015718,YK-2025-015718,ST900,C04206,Online,2025-10-19,Shipped,192.95,28.94,164.01,13.53,177.54,Debit Card
SO015719,YK-2025-015719,ST900,C00134,Online,2025-10-19,Completed,227.85,0.00,227.85,18.80,246.65,Credit Card
SO015720,YK-2025-015720,ST900,C01436,Online,2025-10-19,Completed,295.90,0.00,295.90,24.41,320.31,Credit Card
SO015721,YK-2025-015721,ST900,C02082,Online,2025-10-19,Completed,133.95,0.00,133.95,11.05,145.00,Debit Card
SO015722,YK-2025-015722,ST900,C00304,Online,2025-10-19,Completed,131.95,0.00,131.95,10.89,142.84,Credit Card
SO015723,YK-2025-015723,ST900,C01160,Online,2025-10-19,Completed,802.80,0.00,802.80,66.23,869.03,Debit Card
SO015724,YK-2025-015724,ST900,C00256,Online,2025-10-19,Completed,89.95,0.00,89.95,7.42,97.37,Credit Card
SO015725,YK-2025-015725,ST900,C03294,Online,2025-10-19,Completed,471.85,31.14,440.71,36.36,477.07,Gift Card
SO015726,YK-2025-015726,ST900,C01852,Online,2025-10-19,Completed,459.85,0.00,459.85,37.94,497.79,Credit Card
SO015727,YK-2025-015727,ST900,C05163,Online,2025-10-19,Completed,216.90,0.00,216.90,17.89,234.79,Mobile Wallet
SO015728,YK-2025-015728,ST001,C00173,Store,2025-10-20,Completed,432.85,43.79,389.06,32.10,421.16,Gift Card
SO015729,YK-2025-015729,ST001,C01428,Store,2025-10-20,Completed,317.85,0.00,317.85,26.22,344.07,Credit Card
SO015730,YK-2025-015730,ST002,C03343,Store,2025-10-20,Completed,973.75,0.00,973.75,80.33,1054.08,Debit Card
SO015731,YK-2025-015731,ST002,C05382,Store,2025-10-20,Completed,121.95,0.00,121.95,10.06,132.01,Mobile Wallet
SO015732,YK-2025-015732,ST003,C00110,Store,2025-10-20,Completed,475.80,0.00,475.80,39.25,515.05,Yuktikara Rewards Card
SO015733,YK-2025-015733,ST003,C01995,Store,2025-10-20,Completed,352.85,16.00,336.85,27.79,364.64,Mobile Wallet
SO015734,YK-2025-015734,ST004,C01464,Store,2025-10-20,Completed,211.95,0.00,211.95,17.49,229.44,Credit Card
SO015735,YK-2025-015735,ST004,C02953,Store,2025-10-20,Completed,316.90,15.19,301.71,24.89,326.60,Credit Card
SO015736,YK-2025-015736,ST004,C01301,Store,2025-10-20,Completed,522.80,0.00,522.80,43.13,565.93,Mobile Wallet
SO015737,YK-2025-015737,ST004,C00414,Store,2025-10-20,Cancelled,75.95,0.00,75.95,6.27,82.22,Mobile Wallet
SO015738,YK-2025-015738,ST004,C03063,Store,2025-10-20,Cancelled,414.85,26.79,388.06,32.01,420.07,Credit Card
SO015739,YK-2025-015739,ST005,C05684,Store,2025-10-20,Cancelled,1381.65,86.83,1294.82,106.82,1401.64,Credit Card
SO015740,YK-2025-015740,ST005,C02354,Store,2025-10-20,Completed,1037.80,133.08,904.72,74.64,979.36,Debit Card
SO015741,YK-2025-015741,ST005,C01921,Store,2025-10-20,Completed,82.95,0.00,82.95,6.84,89.79,Credit Card
SO015742,YK-2025-015742,ST006,C01839,Store,2025-10-20,Shipped,358.95,0.00,358.95,29.61,388.56,Credit Card
SO015743,YK-2025-015743,ST007,C01314,Store,2025-10-20,Completed,652.85,0.00,652.85,53.86,706.71,Mobile Wallet
SO015744,YK-2025-015744,ST008,C05324,Store,2025-10-20,Completed,218.95,0.00,218.95,18.06,237.01,Yuktikara Rewards Card
SO015745,YK-2025-015745,ST009,C05693,Store,2025-10-20,Completed,300.85,0.00,300.85,24.82,325.67,Credit Card
SO015746,YK-2025-015746,ST009,C00757,Store,2025-10-20,Completed,164.95,0.00,164.95,13.61,178.56,Credit Card
SO015747,YK-2025-015747,ST010,C06087,Store,2025-10-20,Completed,541.85,0.00,541.85,44.70,586.55,Gift Card
SO015748,YK-2025-015748,ST010,C01135,Store,2025-10-20,Cancelled,546.85,0.00,546.85,45.12,591.97,Mobile Wallet
SO015749,YK-2025-015749,ST012,C00312,Store,2025-10-20,Completed,444.85,0.00,444.85,36.70,481.55,Credit Card
SO015750,YK-2025-015750,ST012,C03631,Store,2025-10-20,Completed,138.95,0.00,138.95,11.46,150.41,Debit Card
SO015751,YK-2025-015751,ST012,C04283,Store,2025-10-20,Completed,292.90,0.00,292.90,24.16,317.06,Debit Card
SO015752,YK-2025-015752,ST013,C00532,Store,2025-10-20,Shipped,266.90,0.00,266.90,22.02,288.92,Debit Card
SO015753,YK-2025-015753,ST014,C04927,Store,2025-10-20,Cancelled,126.95,0.00,126.95,10.47,137.42,Debit Card
SO015754,YK-2025-015754,ST014,C05385,Store,2025-10-20,Completed,953.75,7.79,945.96,78.04,1024.00,Debit Card
SO015755,YK-2025-015755,ST015,C03713,Store,2025-10-20,Pending,711.70,0.00,711.70,58.72,770.42,Credit Card
SO015756,YK-2025-015756,ST016,C03582,Store,2025-10-20,Completed,698.90,71.79,627.11,51.74,678.85,Mobile Wallet
SO015757,YK-2025-015757,ST016,C03876,Store,2025-10-20,Completed,164.95,0.00,164.95,13.61,178.56,Credit Card
SO015758,YK-2025-015758,ST016,C05790,Store,2025-10-20,Completed,175.95,0.00,175.95,14.52,190.47,Gift Card
SO015759,YK-2025-015759,ST017,C02395,Store,2025-10-20,Pending,240.95,0.00,240.95,19.88,260.83,Mobile Wallet
SO015760,YK-2025-015760,ST017,C06147,Store,2025-10-20,Completed,108.95,0.00,108.95,8.99,117.94,Credit Card
SO015761,YK-2025-015761,ST018,C02095,Store,2025-10-20,Shipped,507.85,0.00,507.85,41.90,549.75,Credit Card
SO015762,YK-2025-015762,ST018,C03803,Store,2025-10-20,Pending,232.90,0.00,232.90,19.21,252.11,Debit Card
SO015763,YK-2025-015763,ST018,C04704,Store,2025-10-20,Completed,968.80,0.00,968.80,79.93,1048.73,Credit Card
SO015764,YK-2025-015764,ST900,C05954,Online,2025-10-20,Completed,573.90,0.00,573.90,47.35,621.25,Credit Card
SO015765,YK-2025-015765,ST900,C01636,Online,2025-10-20,Completed,169.90,0.00,169.90,14.02,183.92,Gift Card
SO015766,YK-2025-015766,ST900,C05004,Online,2025-10-20,Pending,126.95,0.00,126.95,10.47,137.42,Mobile Wallet
SO015767,YK-2025-015767,ST900,C02247,Online,2025-10-20,Completed,183.90,0.00,183.90,15.17,199.07,Credit Card
SO015768,YK-2025-015768,ST900,C01152,Online,2025-10-20,Completed,479.90,34.34,445.56,36.76,482.32,Credit Card
SO015769,YK-2025-015769,ST900,C01319,Online,2025-10-20,Completed,215.95,0.00,215.95,17.82,233.77,Mobile Wallet
SO015770,YK-2025-015770,ST900,C02490,Online,2025-10-20,Completed,718.85,0.00,718.85,59.31,778.16,Credit Card
SO015771,YK-2025-015771,ST900,C04036,Online,2025-10-20,Completed,135.95,0.00,135.95,11.22,147.17,Credit Card
SO015772,YK-2025-015772,ST001,C00347,Store,2025-10-21,Completed,802.70,0.00,802.70,66.22,868.92,Yuktikara Rewards Card
SO015773,YK-2025-015773,ST001,C03659,Store,2025-10-21,Completed,133.95,0.00,133.95,11.05,145.00,Credit Card
SO015774,YK-2025-015774,ST001,C01254,Store,2025-10-21,Completed,132.95,0.00,132.95,10.97,143.92,Debit Card
SO015775,YK-2025-015775,ST002,C04411,Store,2025-10-21,Completed,421.90,0.00,421.90,34.81,456.71,Debit Card
SO015776,YK-2025-015776,ST002,C01432,Store,2025-10-21,Shipped,119.95,0.00,119.95,9.90,129.85,Debit Card
SO015777,YK-2025-015777,ST003,C04433,Store,2025-10-21,Completed,799.85,0.00,799.85,65.99,865.84,Credit Card
SO015778,YK-2025-015778,ST003,C05456,Store,2025-10-21,Completed,240.95,0.00,240.95,19.88,260.83,Credit Card
SO015779,YK-2025-015779,ST004,C03749,Store,2025-10-21,Completed,135.95,0.00,135.95,11.22,147.17,Mobile Wallet
SO015780,YK-2025-015780,ST004,C02421,Store,2025-10-21,Completed,180.95,0.00,180.95,14.93,195.88,Yuktikara Rewards Card
SO015781,YK-2025-015781,ST004,C03189,Store,2025-10-21,Completed,180.95,0.00,180.95,14.93,195.88,Yuktikara Rewards Card
SO015782,YK-2025-015782,ST004,C02816,Store,2025-10-21,Completed,219.95,0.00,219.95,18.15,238.10,Debit Card
SO015783,YK-2025-015783,ST004,C01762,Store,2025-10-21,Completed,486.80,13.60,473.20,39.04,512.24,Mobile Wallet
SO015784,YK-2025-015784,ST005,C01082,Store,2025-10-21,Completed,281.90,0.00,281.90,23.26,305.16,Debit Card
SO015785,YK-2025-015785,ST005,C05117,Store,2025-10-21,Completed,176.90,0.00,176.90,14.59,191.49,Debit Card
SO015786,YK-2025-015786,ST005,C00929,Store,2025-10-21,Completed,132.95,13.30,119.65,9.87,129.52,Debit Card
SO015787,YK-2025-015787,ST006,C03883,Store,2025-10-21,Completed,135.95,0.00,135.95,11.22,147.17,Yuktikara Rewards Card
SO015788,YK-2025-015788,ST006,C02901,Store,2025-10-21,Completed,250.95,0.00,250.95,20.70,271.65,Mobile Wallet
SO015789,YK-2025-015789,ST007,C04139,Store,2025-10-21,Completed,133.95,0.00,133.95,11.05,145.00,Credit Card
SO015790,YK-2025-015790,ST007,C04775,Store,2025-10-21,Completed,619.75,0.00,619.75,51.13,670.88,Mobile Wallet
SO015791,YK-2025-015791,ST007,C05571,Store,2025-10-21,Shipped,151.90,0.00,151.90,12.53,164.43,Debit Card
SO015792,YK-2025-015792,ST008,C02823,Store,2025-10-21,Completed,211.95,0.00,211.95,17.49,229.44,Credit Card
SO015793,YK-2025-015793,ST008,C03935,Store,2025-10-21,Completed,265.90,0.00,265.90,21.94,287.84,Debit Card
SO015794,YK-2025-015794,ST008,C04867,Store,2025-10-21,Completed,135.95,0.00,135.95,11.22,147.17,Credit Card
SO015795,YK-2025-015795,ST009,C00579,Store,2025-10-21,Completed,82.95,12.44,70.51,5.82,76.33,Credit Card
SO015796,YK-2025-015796,ST010,C03923,Store,2025-10-21,Pending,572.80,0.00,572.80,47.26,620.06,Debit Card
SO015797,YK-2025-015797,ST010,C05568,Store,2025-10-21,Pending,132.95,0.00,132.95,10.97,143.92,Credit Card
SO015798,YK-2025-015798,ST011,C02609,Store,2025-10-21,Completed,458.80,0.00,458.80,37.85,496.65,Yuktikara Rewards Card
SO015799,YK-2025-015799,ST011,C02683,Store,2025-10-21,Completed,407.85,0.00,407.85,33.65,441.50,Credit Card
SO015800,YK-2025-015800,ST011,C01490,Store,2025-10-21,Completed,802.85,0.00,802.85,66.24,869.09,Credit Card
SO015801,YK-2025-015801,ST011,C02085,Store,2025-10-21,Completed,1274.70,71.79,1202.91,99.24,1302.15,Debit Card
SO015802,YK-2025-015802,ST011,C05016,Store,2025-10-21,Completed,101.90,0.00,101.90,8.41,110.31,Debit Card
SO015803,YK-2025-015803,ST011,C01032,Store,2025-10-21,Completed,39.95,0.00,39.95,3.30,43.25,Debit Card
SO015804,YK-2025-015804,ST012,C03368,Store,2025-10-21,Completed,93.95,0.00,93.95,7.75,101.70,Credit Card
SO015805,YK-2025-015805,ST012,C00693,Store,2025-10-21,Completed,275.80,37.17,238.63,19.69,258.32,Debit Card
SO015806,YK-2025-015806,ST012,C02110,Store,2025-10-21,Completed,190.95,0.00,190.95,15.75,206.70,Yuktikara Rewards Card
SO015807,YK-2025-015807,ST013,C05772,Store,2025-10-21,Completed,544.85,48.19,496.66,40.97,537.63,Credit Card
SO015808,YK-2025-015808,ST015,C06116,Store,2025-10-21,Completed,359.85,0.00,359.85,29.69,389.54,Credit Card
SO015809,YK-2025-015809,ST015,C01406,Store,2025-10-21,Completed,175.95,0.00,175.95,14.52,190.47,Credit Card
SO015810,YK-2025-015810,ST015,C03186,Store,2025-10-21,Completed,298.90,0.00,298.90,24.66,323.56,Yuktikara Rewards Card
SO015811,YK-2025-015811,ST016,C00794,Store,2025-10-21,Completed,218.90,0.00,218.90,18.06,236.96,Mobile Wallet
SO015812,YK-2025-015812,ST016,C05995,Store,2025-10-21,Completed,673.80,0.00,673.80,55.59,729.39,Credit Card
SO015813,YK-2025-015813,ST017,C01005,Store,2025-10-21,Completed,133.95,0.00,133.95,11.05,145.00,Gift Card
SO015814,YK-2025-015814,ST018,C03309,Store,2025-10-21,Completed,138.90,9.00,129.90,10.72,140.62,Debit Card
SO015815,YK-2025-015815,ST900,C05524,Online,2025-10-21,Completed,121.95,0.00,121.95,10.06,132.01,Credit Card
SO015816,YK-2025-015816,ST900,C01708,Online,2025-10-21,Pending,79.90,7.99,71.91,5.93,77.84,Credit Card
SO015817,YK-2025-015817,ST900,C03784,Online,2025-10-21,Completed,189.95,0.00,189.95,15.67,205.62,Credit Card
SO015818,YK-2025-015818,ST900,C01068,Online,2025-10-21,Completed,1017.80,0.00,1017.80,83.97,1101.77,Credit Card
SO015819,YK-2025-015819,ST900,C04424,Online,2025-10-21,Completed,417.85,0.00,417.85,34.47,452.32,Mobile Wallet
SO015820,YK-2025-015820,ST900,C02866,Online,2025-10-21,Completed,407.90,0.00,407.90,33.65,441.55,Credit Card
SO015821,YK-2025-015821,ST900,C03649,Online,2025-10-21,Completed,462.90,0.00,462.90,38.19,501.09,Debit Card
SO015822,YK-2025-015822,ST900,C01370,Online,2025-10-21,Cancelled,240.95,0.00,240.95,19.88,260.83,Credit Card
SO015823,YK-2025-015823,ST900,C04665,Online,2025-10-21,Shipped,175.95,0.00,175.95,14.52,190.47,Yuktikara Rewards Card
SO015824,YK-2025-015824,ST900,C02209,Online,2025-10-21,Completed,121.95,0.00,121.95,10.06,132.01,Debit Card
SO015825,YK-2025-015825,ST900,C05938,Online,2025-10-21,Completed,501.90,0.00,501.90,41.41,543.31,Debit Card
SO015826,YK-2025-015826,ST001,C03335,Store,2025-10-22,Completed,39.95,0.00,39.95,3.30,43.25,Credit Card
SO015827,YK-2025-015827,ST001,C02568,Store,2025-10-22,Completed,93.95,0.00,93.95,7.75,101.70,Mobile Wallet
SO015828,YK-2025-015828,ST001,C05651,Store,2025-10-22,Completed,907.85,0.00,907.85,74.90,982.75,Debit Card
SO015829,YK-2025-015829,ST001,C01665,Store,2025-10-22,Completed,121.95,0.00,121.95,10.06,132.01,Mobile Wallet
SO015830,YK-2025-015830,ST002,C05677,Store,2025-10-22,Completed,360.85,0.00,360.85,29.77,390.62,Credit Card
SO015831,YK-2025-015831,ST002,C02602,Store,2025-10-22,Completed,580.80,0.00,580.80,47.92,628.72,Mobile Wallet
SO015832,YK-2025-015832,ST003,C04570,Store,2025-10-22,Completed,162.95,32.59,130.36,10.75,141.11,Yuktikara Rewards Card
SO015833,YK-2025-015833,ST003,C01722,Store,2025-10-22,Completed,126.95,0.00,126.95,10.47,137.42,Mobile Wallet
SO015834,YK-2025-015834,ST003,C01920,Store,2025-10-22,Completed,245.90,0.00,245.90,20.29,266.19,Credit Card
SO015835,YK-2025-015835,ST004,C05805,Store,2025-10-22,Completed,93.95,0.00,93.95,7.75,101.70,Credit Card
