PurchaseOrderID,SupplierID,StoreID,PurchaseOrderDate,ExpectedDeliveryDate,DeliveredDate,POStatus,POTotalCost
PO003563,SUP06,ST008,2025-12-06,2026-01-23,2026-01-23,Partially received,914.43
PO003564,SUP03,ST014,2025-12-06,2025-12-22,2025-12-22,Received,793.84
PO003565,SUP01,ST900,2025-12-06,2026-01-17,2026-01-17,Received,2954.12
PO003566,SUP01,ST003,2025-12-07,2026-01-18,2026-01-18,Received,1386.44
PO003567,SUP06,ST010,2025-12-07,2026-01-24,2026-02-03,Received,879.17
PO003568,SUP06,ST012,2025-12-07,2026-01-24,2026-01-24,Partially received,1358.47
PO003569,SUP04,ST013,2025-12-07,2026-01-31,2026-02-10,Partially received,2130.52
PO003570,SUP06,ST013,2025-12-07,2026-01-24,2026-01-24,Partially received,1295.50
PO003571,SUP02,ST016,2025-12-07,2026-01-04,2026-01-04,Partially received,1088.02
PO003572,SUP05,ST016,2025-12-07,2026-01-10,2026-01-10,Received,1167.55
PO003573,SUP02,ST900,2025-12-07,2026-01-04,2026-01-04,Partially received,2560.39
PO003574,SUP04,ST001,2025-12-08,2026-02-01,2026-02-01,Partially received,4203.39
PO003575,SUP02,ST004,2025-12-08,2026-01-05,2026-01-05,Received,2576.89
PO003576,SUP02,ST005,2025-12-08,2026-01-05,2026-01-05,Partially received,2006.63
PO003577,SUP02,ST006,2025-12-08,2026-01-05,2026-01-05,Partially received,697.51
PO003578,SUP05,ST008,2025-12-08,2026-01-11,2026-01-16,Received,1851.73
PO003579,SUP03,ST011,2025-12-08,2025-12-24,2025-12-24,Partially received,1914.15
PO003580,SUP06,ST016,2025-12-08,2026-01-25,2026-02-02,Received,1101.14
PO003581,SUP03,ST017,2025-12-08,2025-12-24,2025-12-27,Received,827.89
PO003582,SUP03,ST900,2025-12-08,2025-12-24,2025-12-24,Partially received,5044.42
PO003583,SUP07,ST900,2025-12-08,2026-01-16,2026-01-22,Received,1661.26
PO003584,SUP04,ST002,2025-12-09,2026-02-02,2026-02-23,Partially received,3517.94
PO003585,SUP06,ST003,2025-12-09,2026-01-26,2026-01-26,Partially received,1233.15
PO003586,SUP06,ST005,2025-12-09,2026-01-26,2026-01-26,Partially received,981.03
PO003587,SUP01,ST009,2025-12-09,2026-01-20,2026-01-20,Received,559.28
PO003588,SUP05,ST012,2025-12-09,2026-01-12,2026-01-12,Partially received,1166.85
PO003589,SUP04,ST015,2025-12-09,2026-02-02,2026-02-02,Partially received,3169.41
PO003590,SUP04,ST016,2025-12-09,2026-02-02,2026-02-09,Partially received,2272.84
PO003591,SUP01,ST017,2025-12-09,2026-01-20,2026-01-27,Received,1014.26
PO003592,SUP07,ST017,2025-12-09,2026-01-17,2026-01-17,Partially received,955.38
PO003593,SUP01,ST018,2025-12-09,2026-01-20,2026-01-20,Received,2068.92
PO003594,SUP03,ST001,2025-12-10,2025-12-26,2025-12-26,Received,1526.77
PO003595,SUP05,ST003,2025-12-10,2026-01-13,2026-01-13,Partially received,1451.28
PO003596,SUP04,ST005,2025-12-10,2026-02-03,2026-02-03,Partially received,2194.18
PO003597,SUP04,ST006,2025-12-10,2026-02-03,2026-02-03,Partially received,2623.66
PO003598,SUP01,ST007,2025-12-10,2026-01-21,2026-01-21,Partially received,1563.52
PO003599,SUP03,ST007,2025-12-10,2025-12-26,2025-12-26,Received,507.54
PO003600,SUP02,ST008,2025-12-10,2026-01-07,2026-01-07,Received,1453.52
PO003601,SUP06,ST009,2025-12-10,2026-01-27,2026-01-27,Partially received,635.98
PO003602,SUP05,ST011,2025-12-10,2026-01-13,2026-01-13,Partially received,3053.89
PO003603,SUP07,ST012,2025-12-10,2026-01-18,2026-01-18,Partially received,1782.11
PO003604,SUP02,ST013,2025-12-10,2026-01-07,2026-01-07,Partially received,1586.90
PO003605,SUP01,ST016,2025-12-10,2026-01-21,2026-01-21,Received,863.16
PO003606,SUP05,ST018,2025-12-10,2026-01-13,2026-01-13,Received,2062.52
PO003607,SUP03,ST006,2025-12-11,2025-12-27,2025-12-27,Received,1172.11
PO003608,SUP07,ST007,2025-12-11,2026-01-19,2026-01-19,Partially received,1613.60
PO003609,SUP02,ST015,2025-12-11,2026-01-08,2026-01-08,Received,1198.91
PO003610,SUP04,ST017,2025-12-11,2026-02-04,2026-02-04,Partially received,1087.99
PO003611,SUP07,ST001,2025-12-12,2026-01-20,2026-01-20,Received,1765.31
PO003612,SUP04,ST003,2025-12-12,2026-02-05,2026-02-05,Partially received,3403.21
PO003613,SUP03,ST004,2025-12-12,2025-12-28,2025-12-28,Received,2422.92
PO003614,SUP05,ST004,2025-12-12,2026-01-15,2026-01-15,Partially received,2297.99
PO003615,SUP06,ST011,2025-12-12,2026-01-29,2026-01-29,Partially received,2589.44
PO003616,SUP03,ST012,2025-12-12,2025-12-28,2025-12-28,Received,2577.59
PO003617,SUP05,ST015,2025-12-12,2026-01-15,2026-01-15,Received,1516.44
PO003618,SUP02,ST018,2025-12-12,2026-01-09,2026-01-09,Received,1436.01
PO003619,SUP01,ST002,2025-12-13,2026-01-24,2026-01-24,Received,1107.82
PO003620,SUP07,ST005,2025-12-13,2026-01-21,2026-01-30,Partially received,564.12
PO003621,SUP06,ST007,2025-12-13,2026-01-30,2026-02-04,Received,1487.25
PO003622,SUP03,ST008,2025-12-13,2025-12-29,2025-12-29,Received,938.68
PO003623,SUP03,ST010,2025-12-13,2025-12-29,2025-12-29,Received,1383.50
PO003624,SUP07,ST010,2025-12-13,2026-01-21,2026-01-31,Partially received,2125.10
PO003625,SUP02,ST011,2025-12-13,2026-01-10,2026-01-13,Partially received,1853.90
PO003626,SUP01,ST012,2025-12-13,2026-01-24,2026-01-24,Partially received,1857.48
PO003627,SUP07,ST013,2025-12-13,2026-01-21,2026-01-29,Partially received,853.92
PO003628,SUP07,ST014,2025-12-13,2026-01-21,2026-01-21,Received,1973.90
PO003629,SUP06,ST017,2025-12-13,2026-01-30,2026-01-30,Partially received,927.80
PO003630,SUP03,ST018,2025-12-13,2025-12-29,2025-12-29,Received,1181.92
PO003631,SUP05,ST900,2025-12-13,2026-01-16,2026-01-16,Partially received,5158.36
PO003632,SUP05,ST009,2025-12-14,2026-01-17,2026-01-17,Partially received,1409.40
PO003633,SUP07,ST009,2025-12-14,2026-01-22,2026-01-22,Partially received,916.57
PO003634,SUP07,ST011,2025-12-14,2026-01-22,2026-01-22,Partially received,3591.35
PO003635,SUP06,ST001,2025-12-15,2026-02-01,2026-02-01,Partially received,1550.23
PO003636,SUP06,ST006,2025-12-15,2026-02-01,2026-02-01,Partially received,1183.80
PO003637,SUP05,ST007,2025-12-15,2026-01-18,2026-01-18,Partially received,2356.70
PO003638,SUP03,ST009,2025-12-15,2025-12-31,2025-12-31,Received,849.10
PO003639,SUP04,ST009,2025-12-15,2026-02-08,2026-02-08,Partially received,1378.05
PO003640,SUP05,ST010,2025-12-15,2026-01-18,2026-01-18,Received,487.26
PO003641,SUP01,ST013,2025-12-15,2026-01-26,2026-01-26,Received,855.01
PO003642,SUP02,ST017,2025-12-15,2026-01-12,2026-01-12,Partially received,388.27
PO003643,SUP07,ST002,2025-12-16,2026-01-24,2026-01-24,Received,1591.94
PO003644,SUP07,ST003,2025-12-16,2026-01-24,2026-01-24,Partially received,850.29
PO003645,SUP01,ST005,2025-12-16,2026-01-27,2026-01-27,Received,675.18
PO003646,SUP04,ST007,2025-12-16,2026-02-09,2026-02-09,Partially received,1297.78
PO003647,SUP02,ST009,2025-12-16,2026-01-13,2026-01-13,Partially received,916.30
PO003648,SUP04,ST012,2025-12-16,2026-02-09,2026-02-27,Partially received,2494.41
PO003649,SUP01,ST014,2025-12-16,2026-01-27,2026-01-27,Received,632.95
PO003650,SUP06,ST014,2025-12-16,2026-02-02,2026-02-02,Received,1119.88
PO003651,SUP07,ST015,2025-12-16,2026-01-24,2026-01-24,Partially received,1248.71
PO003652,SUP02,ST002,2025-12-17,2026-01-14,2026-01-14,Received,1044.01
PO003653,SUP03,ST002,2025-12-17,2026-01-02,2026-01-02,Received,1042.97
PO003654,SUP06,ST004,2025-12-17,2026-02-03,2026-02-03,Received,2613.08
PO003655,SUP03,ST005,2025-12-17,2026-01-02,2026-01-02,Received,632.17
PO003656,SUP01,ST006,2025-12-17,2026-01-28,2026-01-28,Received,1762.88
PO003657,SUP04,ST008,2025-12-17,2026-02-10,2026-03-02,Partially received,2357.39
PO003658,SUP04,ST010,2025-12-17,2026-02-10,2026-02-21,Partially received,1307.90
PO003659,SUP01,ST011,2025-12-17,2026-01-28,2026-01-28,Received,732.37
PO003660,SUP04,ST011,2025-12-17,2026-02-10,2026-03-02,Partially received,3331.64
PO003661,SUP02,ST014,2025-12-17,2026-01-14,2026-01-14,Partially received,1066.23
PO003662,SUP06,ST015,2025-12-17,2026-02-03,2026-02-03,Partially received,1092.27
PO003663,SUP03,ST016,2025-12-17,2026-01-02,2026-01-02,Received,556.72
PO003664,SUP04,ST018,2025-12-17,2026-02-10,2026-02-10,Partially received,1513.56
PO003665,SUP06,ST900,2025-12-17,2026-02-03,2026-02-03,Partially received,3213.90
PO003666,SUP01,ST001,2025-12-18,2026-01-29,2026-01-29,Partially received,3136.27
PO003667,SUP02,ST003,2025-12-18,2026-01-15,2026-01-15,Partially received,676.54
PO003668,SUP03,ST003,2025-12-18,2026-01-03,2026-01-03,Received,726.85
PO003669,SUP01,ST004,2025-12-18,2026-01-29,2026-02-06,Received,2316.83
PO003670,SUP04,ST004,2025-12-18,2026-02-11,2026-02-11,Partially received,2953.22
PO003671,SUP05,ST005,2025-12-18,2026-01-21,2026-01-21,Received,1106.41
PO003672,SUP02,ST010,2025-12-18,2026-01-15,2026-01-15,Received,1071.37
PO003673,SUP05,ST013,2025-12-18,2026-01-21,2026-01-21,Received,719.88
PO003674,SUP05,ST014,2025-12-18,2026-01-21,2026-01-21,Partially received,580.92
PO003675,SUP06,ST018,2025-12-18,2026-02-04,2026-02-04,Received,830.80
PO003676,SUP02,ST001,2025-12-19,2026-01-16,2026-01-16,Partially received,1528.06
PO003677,SUP05,ST002,2025-12-19,2026-01-22,2026-01-22,Received,1134.68
PO003678,SUP07,ST004,2025-12-19,2026-01-27,2026-01-27,Received,1974.95
PO003679,SUP05,ST006,2025-12-19,2026-01-22,2026-01-22,Partially received,2041.42
PO003680,SUP01,ST008,2025-12-19,2026-01-30,2026-01-30,Received,494.50
PO003681,SUP07,ST008,2025-12-19,2026-01-27,2026-01-27,Received,977.24
PO003682,SUP01,ST010,2025-12-19,2026-01-30,2026-01-30,Received,742.94
PO003683,SUP02,ST012,2025-12-19,2026-01-16,2026-01-16,Received,613.89
PO003684,SUP03,ST013,2025-12-19,2026-01-04,2026-01-04,Received,1131.18
PO003685,SUP04,ST014,2025-12-19,2026-02-12,2026-02-12,Partially received,2867.85
PO003686,SUP01,ST015,2025-12-19,2026-01-30,2026-01-30,Received,1646.96
PO003687,SUP03,ST015,2025-12-19,2026-01-04,2026-01-04,Partially received,1243.30
PO003688,SUP07,ST016,2025-12-19,2026-01-27,2026-01-31,Partially received,356.13
PO003689,SUP05,ST017,2025-12-19,2026-01-22,2026-01-22,Received,1785.58
PO003690,SUP07,ST018,2025-12-19,2026-01-27,2026-02-05,Received,1147.40
PO003691,SUP04,ST900,2025-12-19,2026-02-12,2026-03-02,Partially received,6201.20
PO003692,SUP05,ST001,2025-12-20,2026-01-23,2026-01-23,Partially received,1816.53
PO003693,SUP06,ST002,2025-12-20,2026-02-06,2026-02-06,Received,748.48
PO003694,SUP07,ST006,2025-12-20,2026-01-28,2026-01-28,Partially received,1059.39
PO003695,SUP02,ST007,2025-12-20,2026-01-17,2026-01-19,Partially received,466.96
PO003696,SUP06,ST008,2025-12-20,2026-02-06,2026-02-06,Received,852.59
PO003697,SUP03,ST014,2025-12-20,2026-01-05,2026-01-05,Received,2201.76
PO003698,SUP01,ST900,2025-12-20,2026-01-31,2026-01-31,Partially received,3884.87
PO003699,SUP01,ST003,2025-12-21,2026-02-01,2026-02-01,Partially received,728.41
PO003700,SUP06,ST010,2025-12-21,2026-02-07,2026-02-07,Partially received,938.90
PO003701,SUP06,ST012,2025-12-21,2026-02-07,2026-02-11,Received,1479.06
PO003702,SUP04,ST013,2025-12-21,2026-02-14,2026-02-14,Partially received,1393.06
PO003703,SUP06,ST013,2025-12-21,2026-02-07,2026-02-07,Received,528.03
PO003704,SUP02,ST016,2025-12-21,2026-01-18,2026-01-18,Received,742.84
PO003705,SUP05,ST016,2025-12-21,2026-01-24,2026-01-24,Partially received,784.94
PO003706,SUP02,ST900,2025-12-21,2026-01-18,2026-01-18,Partially received,3370.96
PO003707,SUP04,ST001,2025-12-22,2026-02-15,2026-02-15,Partially received,2388.70
PO003708,SUP02,ST004,2025-12-22,2026-01-19,2026-01-19,Received,1647.31
PO003709,SUP02,ST005,2025-12-22,2026-01-19,2026-01-19,Received,1171.87
PO003710,SUP02,ST006,2025-12-22,2026-01-19,2026-01-19,Received,1312.66
PO003711,SUP05,ST008,2025-12-22,2026-01-25,2026-01-25,Partially received,1418.10
PO003712,SUP03,ST011,2025-12-22,2026-01-07,2026-01-07,Received,1478.89
PO003713,SUP06,ST016,2025-12-22,2026-02-08,2026-02-08,Partially received,696.62
PO003714,SUP03,ST017,2025-12-22,2026-01-07,2026-01-07,Received,1446.35
PO003715,SUP03,ST900,2025-12-22,2026-01-07,2026-01-07,Partially received,3115.00
PO003716,SUP07,ST900,2025-12-22,2026-01-30,2026-01-30,Partially received,4372.13
PO003717,SUP04,ST002,2025-12-23,2026-02-16,2026-03-07,Received,904.71
PO003718,SUP06,ST003,2025-12-23,2026-02-09,2026-02-18,Partially received,708.74
PO003719,SUP06,ST005,2025-12-23,2026-02-09,2026-02-09,Received,723.44
PO003720,SUP01,ST009,2025-12-23,2026-02-03,2026-02-03,Received,476.92
PO003721,SUP05,ST012,2025-12-23,2026-01-26,2026-01-26,Received,2055.40
PO003722,SUP04,ST015,2025-12-23,2026-02-16,2026-02-16,Partially received,2266.31
PO003723,SUP04,ST016,2025-12-23,2026-02-16,2026-02-28,Received,569.93
PO003724,SUP01,ST017,2025-12-23,2026-02-03,2026-02-03,Partially received,433.34
PO003725,SUP07,ST017,2025-12-23,2026-01-31,2026-02-08,Received,1110.17
PO003726,SUP01,ST018,2025-12-23,2026-02-03,2026-02-03,Received,1174.63
PO003727,SUP03,ST001,2025-12-24,2026-01-09,2026-01-09,Received,2999.86
PO003728,SUP05,ST003,2025-12-24,2026-01-27,2026-01-27,Received,350.43
PO003729,SUP04,ST005,2025-12-24,2026-02-17,2026-02-17,Partially received,3578.73
PO003730,SUP04,ST006,2025-12-24,2026-02-17,2026-02-17,Partially received,1816.82
PO003731,SUP01,ST007,2025-12-24,2026-02-04,2026-02-07,Received,1266.89
PO003732,SUP03,ST007,2025-12-24,2026-01-09,2026-01-09,Received,1220.05
PO003733,SUP02,ST008,2025-12-24,2026-01-21,2026-01-21,Partially received,1186.13
PO003734,SUP06,ST009,2025-12-24,2026-02-10,2026-02-10,Received,722.71
PO003735,SUP05,ST011,2025-12-24,2026-01-27,2026-01-27,Partially received,1718.21
PO003736,SUP07,ST012,2025-12-24,2026-02-01,2026-02-04,Partially received,1350.59
PO003737,SUP02,ST013,2025-12-24,2026-01-21,2026-01-21,Received,172.71
PO003738,SUP01,ST016,2025-12-24,2026-02-04,2026-02-04,Partially received,508.01
PO003739,SUP05,ST018,2025-12-24,2026-01-27,2026-01-27,Partially received,1410.83
PO003740,SUP03,ST006,2025-12-25,2026-01-10,2026-01-10,Received,2314.21
PO003741,SUP07,ST007,2025-12-25,2026-02-02,2026-02-02,Received,294.12
PO003742,SUP02,ST015,2025-12-25,2026-01-22,2026-01-22,Partially received,471.17
PO003743,SUP04,ST017,2025-12-25,2026-02-18,2026-02-18,Partially received,1623.55
PO003744,SUP07,ST001,2025-12-26,2026-02-03,2026-02-03,Received,2242.83
PO003745,SUP04,ST003,2025-12-26,2026-02-19,2026-03-01,Partially received,1868.24
PO003746,SUP03,ST004,2025-12-26,2026-01-11,2026-01-11,Received,3380.75
PO003747,SUP05,ST004,2025-12-26,2026-01-29,2026-01-29,Received,3403.51
PO003748,SUP06,ST011,2025-12-26,2026-02-12,2026-02-12,Partially received,2188.65
PO003749,SUP03,ST012,2025-12-26,2026-01-11,2026-01-11,Received,659.72
PO003750,SUP05,ST015,2025-12-26,2026-01-29,2026-01-29,Received,1921.98
PO003751,SUP02,ST018,2025-12-26,2026-01-23,2026-01-23,Received,901.21
PO003752,SUP01,ST002,2025-12-27,2026-02-07,2026-02-07,Received,904.70
PO003753,SUP07,ST005,2025-12-27,2026-02-04,2026-02-04,Received,1070.44
PO003754,SUP06,ST007,2025-12-27,2026-02-13,2026-02-13,Partially received,337.68
PO003755,SUP03,ST008,2025-12-27,2026-01-12,2026-01-12,Received,1112.84
PO003756,SUP03,ST010,2025-12-27,2026-01-12,2026-01-12,Received,1244.26
PO003757,SUP07,ST010,2025-12-27,2026-02-04,2026-02-04,Received,733.59
PO003758,SUP02,ST011,2025-12-27,2026-01-24,2026-01-24,Received,1379.31
PO003759,SUP01,ST012,2025-12-27,2026-02-07,2026-02-07,Received,1933.41
PO003760,SUP07,ST013,2025-12-27,2026-02-04,2026-02-04,Received,410.05
PO003761,SUP07,ST014,2025-12-27,2026-02-04,2026-02-13,Received,736.26
PO003762,SUP06,ST017,2025-12-27,2026-02-13,2026-02-13,Received,842.32
PO003763,SUP03,ST018,2025-12-27,2026-01-12,2026-01-12,Received,933.24
PO003764,SUP05,ST900,2025-12-27,2026-01-30,2026-01-30,Partially received,3780.55
PO003765,SUP05,ST009,2025-12-28,2026-01-31,2026-01-31,Received,1243.63
PO003766,SUP07,ST009,2025-12-28,2026-02-05,2026-02-15,Received,625.41
PO003767,SUP07,ST011,2025-12-28,2026-02-05,2026-02-05,Partially received,2101.58
PO003768,SUP06,ST001,2025-12-29,2026-02-15,2026-02-26,Partially received,2167.67
PO003769,SUP06,ST006,2025-12-29,2026-02-15,2026-02-15,Partially received,1742.81
PO003770,SUP05,ST007,2025-12-29,2026-02-01,2026-02-04,Received,927.06
PO003771,SUP03,ST009,2025-12-29,2026-01-14,2026-01-14,Partially received,804.87
PO003772,SUP04,ST009,2025-12-29,2026-02-22,2026-03-15,Partially received,1793.67
PO003773,SUP05,ST010,2025-12-29,2026-02-01,2026-02-01,Received,1058.25
PO003774,SUP01,ST013,2025-12-29,2026-02-09,2026-02-09,Received,1389.03
PO003775,SUP02,ST017,2025-12-29,2026-01-26,2026-01-26,Received,153.09
PO003776,SUP07,ST002,2025-12-30,2026-02-07,2026-02-07,Received,861.41
PO003777,SUP07,ST003,2025-12-30,2026-02-07,2026-02-07,Received,875.35
PO003778,SUP01,ST005,2025-12-30,2026-02-10,2026-02-10,Partially received,2501.33
PO003779,SUP04,ST007,2025-12-30,2026-02-23,2026-02-23,Partially received,2392.68
PO003780,SUP02,ST009,2025-12-30,2026-01-27,2026-01-27,Received,413.01
PO003781,SUP04,ST012,2025-12-30,2026-02-23,2026-03-15,Partially received,2371.26
PO003782,SUP01,ST014,2025-12-30,2026-02-10,2026-02-10,Received,1417.10
PO003783,SUP06,ST014,2025-12-30,2026-02-16,2026-02-22,Received,764.31
PO003784,SUP07,ST015,2025-12-30,2026-02-07,2026-02-16,Partially received,1169.25
PO003785,SUP02,ST002,2025-12-31,2026-01-28,2026-01-28,Received,747.48
PO003786,SUP03,ST002,2025-12-31,2026-01-16,2026-01-17,Partially received,768.63
PO003787,SUP06,ST004,2025-12-31,2026-02-17,2026-02-22,Partially received,580.66
PO003788,SUP03,ST005,2025-12-31,2026-01-16,2026-01-16,Received,779.26
PO003789,SUP01,ST006,2025-12-31,2026-02-11,2026-02-11,Partially received,1273.18
PO003790,SUP04,ST008,2025-12-31,2026-02-24,2026-03-10,Partially received,1508.03
PO003791,SUP04,ST010,2025-12-31,2026-02-24,2026-02-24,Partially received,935.28
PO003792,SUP01,ST011,2025-12-31,2026-02-11,2026-02-11,Received,1588.92
PO003793,SUP04,ST011,2025-12-31,2026-02-24,2026-02-24,Partially received,5170.60
PO003794,SUP02,ST014,2025-12-31,2026-01-28,2026-01-28,Partially received,620.06
PO003795,SUP06,ST015,2025-12-31,2026-02-17,2026-02-17,Partially received,1440.23
PO003796,SUP03,ST016,2025-12-31,2026-01-16,2026-01-16,Received,597.74
PO003797,SUP04,ST018,2025-12-31,2026-02-24,2026-02-24,Partially received,1422.07
PO003798,SUP06,ST900,2025-12-31,2026-02-17,2026-02-17,Partially received,1961.85
PO003799,SUP01,ST001,2026-01-01,2026-02-12,2026-02-12,Partially received,1681.35
PO003800,SUP02,ST003,2026-01-01,2026-01-29,2026-01-29,Received,1178.50
PO003801,SUP03,ST003,2026-01-01,2026-01-17,2026-01-17,Received,2276.55
PO003802,SUP01,ST004,2026-01-01,2026-02-12,2026-02-12,Partially received,3447.61
PO003803,SUP04,ST004,2026-01-01,2026-02-25,2026-03-13,Partially received,6802.49
PO003804,SUP05,ST005,2026-01-01,2026-02-04,2026-02-04,Received,1526.09
PO003805,SUP02,ST010,2026-01-01,2026-01-29,2026-01-29,Received,1299.82
PO003806,SUP05,ST013,2026-01-01,2026-02-04,2026-02-04,Partially received,1373.48
PO003807,SUP05,ST014,2026-01-01,2026-02-04,2026-02-04,Received,2204.67
PO003808,SUP06,ST018,2026-01-01,2026-02-18,2026-02-18,Received,1290.94
PO003809,SUP02,ST001,2026-01-02,2026-01-30,2026-01-30,Received,2985.81
PO003810,SUP05,ST002,2026-01-02,2026-02-05,2026-02-11,Partially received,654.51
PO003811,SUP07,ST004,2026-01-02,2026-02-10,2026-02-10,Partially received,2832.45
PO003812,SUP05,ST006,2026-01-02,2026-02-05,2026-02-05,Partially received,1440.40
PO003813,SUP01,ST008,2026-01-02,2026-02-13,2026-02-13,Received,1510.52
PO003814,SUP07,ST008,2026-01-02,2026-02-10,2026-02-10,Received,955.42
PO003815,SUP01,ST010,2026-01-02,2026-02-13,2026-02-13,Received,1993.53
PO003816,SUP02,ST012,2026-01-02,2026-01-30,2026-01-30,Received,857.27
PO003817,SUP03,ST013,2026-01-02,2026-01-18,2026-01-18,Received,1729.78
PO003818,SUP04,ST014,2026-01-02,2026-02-26,2026-02-26,Partially received,3323.28
PO003819,SUP01,ST015,2026-01-02,2026-02-13,2026-02-18,Partially received,1640.91
PO003820,SUP03,ST015,2026-01-02,2026-01-18,2026-01-18,Received,1661.10
PO003821,SUP07,ST016,2026-01-02,2026-02-10,2026-02-16,Received,933.53
PO003822,SUP05,ST017,2026-01-02,2026-02-05,2026-02-05,Received,1475.50
PO003823,SUP07,ST018,2026-01-02,2026-02-10,2026-02-10,Partially received,531.33
PO003824,SUP04,ST900,2026-01-02,2026-02-26,2026-02-26,Partially received,5308.98
PO003825,SUP05,ST001,2026-01-03,2026-02-06,2026-02-06,Partially received,3772.25
PO003826,SUP06,ST002,2026-01-03,2026-02-20,2026-02-20,Partially received,1274.24
PO003827,SUP07,ST006,2026-01-03,2026-02-11,2026-02-11,Partially received,1473.11
PO003828,SUP02,ST007,2026-01-03,2026-01-31,2026-01-31,Received,831.95
PO003829,SUP06,ST008,2026-01-03,2026-02-20,2026-02-26,Received,904.57
PO003830,SUP03,ST014,2026-01-03,2026-01-19,2026-01-19,Received,899.45
PO003831,SUP01,ST900,2026-01-03,2026-02-14,2026-02-14,Partially received,3565.69
PO003832,SUP01,ST003,2026-01-04,2026-02-15,2026-02-15,Received,1028.64
PO003833,SUP06,ST010,2026-01-04,2026-02-21,2026-02-25,Partially received,1686.70
PO003834,SUP06,ST012,2026-01-04,2026-02-21,2026-02-21,Partially received,1376.43
PO003835,SUP04,ST013,2026-01-04,2026-02-28,2026-03-11,Partially received,2071.24
PO003836,SUP06,ST013,2026-01-04,2026-02-21,2026-02-21,Partially received,1301.58
PO003837,SUP02,ST016,2026-01-04,2026-02-01,2026-02-04,Received,1468.91
PO003838,SUP05,ST016,2026-01-04,2026-02-07,2026-02-07,Received,961.06
PO003839,SUP02,ST900,2026-01-04,2026-02-01,2026-02-01,Received,1920.82
PO003840,SUP04,ST001,2026-01-05,2026-03-01,2026-03-16,Partially received,5876.56
PO003841,SUP02,ST004,2026-01-05,2026-02-02,2026-02-02,Partially received,2646.90
PO003842,SUP02,ST005,2026-01-05,2026-02-02,2026-02-02,Received,662.04
PO003843,SUP02,ST006,2026-01-05,2026-02-02,2026-02-02,Partially received,988.35
PO003844,SUP05,ST008,2026-01-05,2026-02-08,2026-02-08,Received,906.20
PO003845,SUP03,ST011,2026-01-05,2026-01-21,2026-01-21,Received,2052.84
PO003846,SUP06,ST016,2026-01-05,2026-02-22,2026-02-22,Partially received,1339.01
PO003847,SUP03,ST017,2026-01-05,2026-01-21,2026-01-21,Partially received,2058.53
PO003848,SUP03,ST900,2026-01-05,2026-01-21,2026-01-21,Received,3875.03
PO003849,SUP07,ST900,2026-01-05,2026-02-13,2026-02-23,Partially received,2210.79
PO003850,SUP04,ST002,2026-01-06,2026-03-02,2026-03-09,Partially received,669.47
PO003851,SUP06,ST003,2026-01-06,2026-02-23,2026-02-23,Partially received,1481.79
PO003852,SUP06,ST005,2026-01-06,2026-02-23,2026-03-03,Received,1051.09
PO003853,SUP01,ST009,2026-01-06,2026-02-17,2026-02-17,Received,1413.59
PO003854,SUP05,ST012,2026-01-06,2026-02-09,2026-02-09,Received,843.58
PO003855,SUP04,ST015,2026-01-06,2026-03-02,2026-03-18,Partially received,2835.69
PO003856,SUP04,ST016,2026-01-06,2026-03-02,2026-03-02,Partially received,2162.33
PO003857,SUP01,ST017,2026-01-06,2026-02-17,2026-02-17,Received,1181.09
PO003858,SUP07,ST017,2026-01-06,2026-02-14,2026-02-14,Partially received,1456.91
PO003859,SUP01,ST018,2026-01-06,2026-02-17,2026-02-22,Received,1108.04
PO003860,SUP03,ST001,2026-01-07,2026-01-23,2026-01-23,Received,2680.14
PO003861,SUP05,ST003,2026-01-07,2026-02-10,2026-02-10,Partially received,1620.48
PO003862,SUP04,ST005,2026-01-07,2026-03-03,2026-03-17,Partially received,1665.75
PO003863,SUP04,ST006,2026-01-07,2026-03-03,2026-03-11,Partially received,3233.41
PO003864,SUP01,ST007,2026-01-07,2026-02-18,2026-02-18,Partially received,813.28
PO003865,SUP03,ST007,2026-01-07,2026-01-23,2026-01-23,Partially received,1360.83
PO003866,SUP02,ST008,2026-01-07,2026-02-04,2026-02-04,Received,670.69
PO003867,SUP06,ST009,2026-01-07,2026-02-24,2026-02-24,Partially received,1760.27
PO003868,SUP05,ST011,2026-01-07,2026-02-10,2026-02-10,Partially received,2410.88
PO003869,SUP07,ST012,2026-01-07,2026-02-15,2026-02-15,Partially received,1236.12
PO003870,SUP02,ST013,2026-01-07,2026-02-04,2026-02-04,Received,1477.59
PO003871,SUP01,ST016,2026-01-07,2026-02-18,2026-02-18,Partially received,1823.30
PO003872,SUP05,ST018,2026-01-07,2026-02-10,2026-02-16,Received,1664.90
PO003873,SUP03,ST006,2026-01-08,2026-01-24,2026-01-24,Received,1840.70
PO003874,SUP07,ST007,2026-01-08,2026-02-16,2026-02-16,Partially received,1267.16
PO003875,SUP02,ST015,2026-01-08,2026-02-05,2026-02-09,Received,722.01
PO003876,SUP04,ST017,2026-01-08,2026-03-04,2026-03-24,Partially received,2857.44
PO003877,SUP07,ST001,2026-01-09,2026-02-17,2026-02-17,Received,2656.41
PO003878,SUP04,ST003,2026-01-09,2026-03-05,2026-03-05,Partially received,3201.46
PO003879,SUP03,ST004,2026-01-09,2026-01-25,2026-01-25,Received,2034.17
PO003880,SUP05,ST004,2026-01-09,2026-02-12,2026-02-12,Received,2336.09
