ReturnID,OrderID,OrderLineNumber,VariantID,ProductID,ReturnDate,ReturnStoreID,QuantityReturned,ReturnAmount,ReturnStatus,ReturnReasonID,RestockFlag
RT003320,SO016280,1,V00471,P0021,2025-11-29,ST005,1,278.95,Accepted,RR5,true
RT003321,SO016281,1,V00055,P0003,2025-12-17,ST012,1,164.95,Accepted,RR6,true
RT003322,SO016282,2,V00435,P0019,2025-11-16,ST001,1,250.95,Accepted,RR7,true
RT003323,SO016282,4,V00281,P0012,2025-11-17,ST001,1,116.95,Accepted,RR2,true
RT003324,SO016288,2,V00725,P0043,2025-11-26,ST003,1,138.95,Accepted,RR1,true
RT003325,SO016291,1,V00650,P0031,2025-11-30,ST004,1,64.56,Accepted,RR1,true
RT003326,SO016296,2,V00018,P0001,2025-11-03,ST007,1,271.95,Accepted,RR1,true
RT003327,SO016301,1,V00328,P0014,2025-12-10,ST010,1,189.95,Accepted,RR7,true
RT003328,SO016306,1,V00593,P0028,2025-12-05,ST011,1,93.95,Accepted,RR8,true
RT003329,SO016308,3,V00587,P0028,2025-11-17,ST012,1,93.95,Accepted,RR7,true
RT003330,SO016319,2,V00550,P0026,2025-11-11,ST004,1,52.95,Accepted,RR3,true
RT003331,SO016319,3,V00009,P0001,2025-12-03,ST003,1,271.95,Accepted,RR1,true
RT003332,SO016329,2,V00495,P0023,2025-11-30,ST001,1,132.95,Accepted,RR3,true
RT003333,SO016358,1,V00685,P0033,2025-11-03,ST006,1,39.16,Accepted,RR8,true
RT003334,SO016358,2,V00561,P0026,2025-11-19,ST006,1,52.95,Accepted,RR8,true
RT003335,SO016368,5,V00210,P0009,2025-11-14,ST008,1,119.95,Accepted,RR7,true
RT003336,SO016369,1,V00017,P0001,2025-11-27,ST009,1,271.95,Accepted,RR1,true
RT003337,SO016374,3,V00177,P0008,2025-11-10,ST010,1,135.95,Accepted,RR1,true
RT003338,SO016377,3,V00245,P0011,2025-11-19,ST011,1,157.95,Accepted,RR4,false
RT003339,SO016379,4,V00354,P0015,2025-11-20,ST011,1,197.95,Accepted,RR2,true
RT003340,SO016385,2,V00018,P0001,2025-11-18,ST011,1,271.95,Rejected,RR1,false
RT003341,SO016395,1,V00688,P0033,2025-11-17,ST016,1,48.95,Accepted,RR1,true
RT003342,SO016401,1,V00550,P0026,2025-11-22,ST017,1,52.95,Accepted,RR7,true
RT003343,SO016404,1,V00305,P0013,2025-11-18,ST018,1,140.76,Accepted,RR8,true
RT003344,SO016405,1,V00561,P0026,2025-11-03,ST018,1,52.95,Pending,RR2,false
RT003345,SO016406,1,V00584,P0028,2025-11-26,ST009,1,93.95,Rejected,RR6,false
RT003346,SO016410,1,V00188,P0008,2025-12-16,ST008,1,135.95,Accepted,RR1,true
RT003347,SO016431,1,V00435,P0019,2025-11-21,ST004,2,501.90,Accepted,RR1,true
RT003348,SO016431,2,V00528,P0024,2025-11-20,ST004,1,122.95,Accepted,RR7,true
RT003349,SO016449,1,V00637,P0031,2025-12-04,ST016,1,75.95,Pending,RR2,false
RT003350,SO016449,2,V00075,P0004,2025-12-01,ST009,1,240.95,Accepted,RR1,true
RT003351,SO016459,1,V00064,P0003,2025-11-21,ST012,1,164.95,Pending,RR1,false
RT003352,SO016460,1,V00726,P0043,2025-11-19,ST012,1,118.11,Pending,RR4,false
RT003353,SO016463,1,V00557,P0026,2025-11-20,ST011,1,52.95,Accepted,RR7,true
RT003354,SO016466,1,V00344,P0015,2025-11-11,ST014,1,219.95,Accepted,RR2,true
RT003355,SO016475,2,V00533,P0025,2025-12-06,ST018,1,95.95,Accepted,RR1,true
RT003356,SO016478,1,V00579,P0027,2025-11-14,ST018,1,82.95,Accepted,RR2,true
RT003357,SO016479,1,V00744,P0052,2025-11-04,ST017,1,112.16,Accepted,RR7,true
RT003358,SO016482,1,V00177,P0008,2025-11-12,ST010,1,108.76,Accepted,RR4,false
RT003359,SO016491,2,V00662,P0032,2025-11-23,ST002,1,39.95,Rejected,RR5,false
RT003360,SO016496,1,V00142,P0006,2025-12-03,ST002,1,162.95,Accepted,RR3,true
RT003361,SO016502,1,V00009,P0001,2025-11-10,ST004,1,271.95,Accepted,RR2,true
RT003362,SO016513,2,V00151,P0007,2025-11-19,ST009,1,126.95,Accepted,RR7,true
RT003363,SO016525,1,V00721,P0041,2025-11-28,ST014,1,211.95,Accepted,RR5,true
RT003364,SO016526,1,V00719,P0040,2025-11-27,ST015,1,339.95,Pending,RR7,false
RT003365,SO016526,2,V00737,P0049,2025-11-14,ST015,1,51.95,Pending,RR6,false
RT003366,SO016529,2,V00423,P0019,2025-11-20,ST016,1,250.95,Pending,RR4,false
RT003367,SO016529,3,V00604,P0029,2025-12-03,ST016,1,135.95,Accepted,RR3,true
RT003368,SO016542,2,V00744,P0052,2025-11-28,ST012,1,131.95,Accepted,RR4,false
RT003369,SO016542,4,V00400,P0017,2025-11-08,ST001,1,159.95,Rejected,RR4,false
RT003370,SO016543,3,V00149,P0007,2025-11-17,ST014,1,126.95,Accepted,RR3,true
RT003371,SO016549,3,V00006,P0001,2025-11-27,ST003,1,217.56,Accepted,RR1,true
RT003372,SO016550,2,V00329,P0014,2025-12-08,ST004,1,189.95,Rejected,RR1,false
RT003373,SO016553,1,V00196,P0009,2025-11-09,ST004,1,119.95,Accepted,RR1,true
RT003374,SO016553,3,V00200,P0009,2025-11-13,ST004,1,119.95,Accepted,RR2,true
RT003375,SO016556,1,V00728,P0044,2025-11-06,ST005,1,115.95,Accepted,RR6,true
RT003376,SO016561,1,V00285,P0012,2025-11-07,ST007,1,116.95,Accepted,RR1,true
RT003377,SO016570,1,V00127,P0006,2025-11-13,ST011,1,162.95,Accepted,RR4,false
RT003378,SO016572,1,V00128,P0006,2025-11-13,ST017,1,138.51,Accepted,RR2,true
RT003379,SO016572,3,V00728,P0044,2025-12-08,ST003,1,115.95,Pending,RR7,false
RT003380,SO016576,1,V00744,P0052,2025-11-27,ST011,1,131.95,Accepted,RR5,true
RT003381,SO016576,2,V00721,P0041,2025-11-22,ST011,1,211.95,Rejected,RR1,false
RT003382,SO016591,2,V00230,P0010,2025-11-10,ST017,1,108.95,Pending,RR6,false
RT003383,SO016595,2,V00388,P0017,2025-11-19,ST006,1,159.95,Accepted,RR3,true
RT003384,SO016595,3,V00005,P0001,2025-12-08,ST004,1,271.95,Accepted,RR1,true
RT003385,SO016601,1,V00367,P0016,2025-11-23,ST003,1,218.95,Accepted,RR4,false
RT003386,SO016606,1,V00459,P0021,2025-11-23,ST002,1,278.95,Accepted,RR3,true
RT003387,SO016615,1,V00694,P0034,2025-11-30,ST004,1,61.95,Rejected,RR7,false
RT003388,SO016618,2,V00720,P0040,2025-11-19,ST005,1,339.95,Accepted,RR2,true
RT003389,SO016621,1,V00539,P0025,2025-11-14,ST005,2,191.90,Accepted,RR4,false
RT003390,SO016641,1,V00722,P0041,2025-11-13,ST012,1,211.95,Rejected,RR8,false
RT003391,SO016651,3,V00639,P0031,2025-12-07,ST015,1,75.95,Pending,RR4,false
RT003392,SO016662,3,V00399,P0017,2025-11-21,ST012,1,135.96,Accepted,RR4,false
RT003393,SO016663,2,V00395,P0017,2025-11-08,ST006,1,159.95,Accepted,RR5,true
RT003394,SO016664,1,V00739,P0050,2025-12-01,ST001,1,215.95,Accepted,RR5,true
RT003395,SO016665,1,V00207,P0009,2025-11-19,ST018,1,119.95,Accepted,RR2,true
RT003396,SO016670,3,V00715,P0038,2025-12-16,ST001,1,476.95,Accepted,RR8,true
RT003397,SO016672,3,V00032,P0002,2025-11-26,ST001,1,190.95,Accepted,RR7,true
RT003398,SO016710,2,V00250,P0011,2025-11-23,ST015,1,157.95,Accepted,RR4,false
RT003399,SO016714,1,V00075,P0004,2025-11-28,ST017,1,240.95,Accepted,RR8,true
RT003400,SO016717,4,V00659,P0032,2025-11-16,ST018,1,39.95,Accepted,RR4,false
RT003401,SO016721,1,V00270,P0012,2025-11-09,ST007,1,116.95,Accepted,RR7,true
RT003402,SO016722,3,V00029,P0002,2025-11-20,ST014,1,190.95,Accepted,RR7,true
RT003403,SO016723,2,V00478,P0022,2025-11-11,ST003,1,439.95,Rejected,RR3,false
RT003404,SO016725,1,V00526,P0024,2025-12-22,ST003,1,122.95,Pending,RR7,false
RT003405,SO016725,2,V00404,P0018,2025-11-20,ST014,1,180.95,Accepted,RR4,false
RT003406,SO016727,1,V00693,P0034,2025-12-01,ST005,1,61.95,Accepted,RR8,true
RT003407,SO016727,2,V00401,P0017,2025-11-23,ST009,1,159.95,Accepted,RR3,true
RT003408,SO016728,1,V00196,P0009,2025-11-24,ST010,1,119.95,Accepted,RR7,true
RT003409,SO016733,1,V00246,P0011,2025-11-09,ST001,1,157.95,Accepted,RR1,true
RT003410,SO016749,1,V00685,P0033,2025-12-05,ST008,1,48.95,Accepted,RR2,true
RT003411,SO016751,1,V00330,P0014,2025-11-21,ST009,1,189.95,Accepted,RR7,true
RT003412,SO016751,2,V00332,P0014,2025-11-17,ST009,1,189.95,Pending,RR2,false
RT003413,SO016752,2,V00292,P0013,2025-12-09,ST009,1,175.95,Accepted,RR1,true
RT003414,SO016752,3,V00018,P0001,2025-11-14,ST009,1,271.95,Accepted,RR1,true
RT003415,SO016759,1,V00556,P0026,2025-12-03,ST011,1,52.95,Accepted,RR1,true
RT003416,SO016761,1,V00199,P0009,2025-11-29,ST011,1,119.95,Accepted,RR8,true
RT003417,SO016768,1,V00393,P0017,2025-11-18,ST015,1,159.95,Accepted,RR4,false
RT003418,SO016769,2,V00111,P0005,2025-12-02,ST016,1,133.95,Accepted,RR4,false
RT003419,SO016771,2,V00314,P0014,2025-12-09,ST018,1,151.96,Accepted,RR7,true
RT003420,SO016772,2,V00602,P0029,2025-11-17,ST017,1,135.95,Accepted,RR3,true
RT003421,SO016782,2,V00142,P0006,2025-11-17,ST009,1,162.95,Accepted,RR6,true
RT003422,SO016784,1,V00526,P0024,2025-11-18,ST001,1,122.95,Accepted,RR8,true
RT003423,SO016803,3,V00683,P0033,2025-11-27,ST004,1,48.95,Accepted,RR7,true
RT003424,SO016809,2,V00353,P0015,2025-12-23,ST004,1,219.95,Accepted,RR3,true
RT003425,SO016809,3,V00163,P0007,2025-11-27,ST004,1,126.95,Pending,RR1,false
RT003426,SO016820,4,V00023,P0001,2025-11-15,ST009,1,271.95,Accepted,RR4,false
RT003427,SO016821,2,V00391,P0017,2025-12-24,ST009,1,159.95,Rejected,RR7,false
RT003428,SO016824,1,V00456,P0020,2025-11-18,ST009,1,425.95,Accepted,RR8,true
RT003429,SO016825,1,V00611,P0029,2025-12-25,ST010,1,135.95,Accepted,RR4,false
RT003430,SO016826,1,V00428,P0019,2025-11-10,ST010,1,250.95,Accepted,RR6,true
RT003431,SO016830,1,V00368,P0016,2025-11-17,ST011,1,175.16,Accepted,RR5,true
RT003432,SO016831,1,V00334,P0014,2025-12-04,ST011,1,189.95,Accepted,RR7,true
RT003433,SO016831,2,V00410,P0018,2025-11-21,ST011,1,180.95,Accepted,RR8,true
RT003434,SO016834,1,V00482,P0022,2025-12-03,ST011,1,439.95,Accepted,RR8,true
RT003435,SO016836,1,V00006,P0001,2025-12-25,ST011,1,271.95,Accepted,RR1,true
RT003436,SO016842,1,V00139,P0006,2025-11-29,ST012,1,162.95,Accepted,RR1,true
RT003437,SO016849,1,V00598,P0028,2025-12-19,ST014,1,84.55,Rejected,RR7,false
RT003438,SO016855,1,V00543,P0025,2025-11-15,ST015,1,95.95,Accepted,RR7,true
RT003439,SO016857,3,V00428,P0019,2025-11-26,ST014,1,250.95,Rejected,RR1,false
RT003440,SO016865,1,V00714,P0037,2025-11-23,ST006,1,228.95,Accepted,RR4,false
RT003441,SO016867,1,V00533,P0025,2025-11-13,ST013,1,95.95,Accepted,RR8,true
RT003442,SO016875,2,V00743,P0052,2025-11-14,ST001,1,131.95,Accepted,RR1,true
RT003443,SO016878,1,V00569,P0027,2025-11-28,ST002,1,82.95,Accepted,RR1,true
RT003444,SO016884,2,V00112,P0005,2025-12-04,ST004,1,133.95,Accepted,RR2,true
RT003445,SO016888,1,V00496,P0023,2025-11-21,ST004,1,132.95,Accepted,RR1,true
RT003446,SO016890,1,V00245,P0011,2025-11-26,ST004,2,315.90,Accepted,RR1,true
RT003447,SO016894,3,V00290,P0013,2025-12-04,ST005,1,175.95,Accepted,RR7,true
RT003448,SO016895,2,V00627,P0030,2025-12-13,ST005,1,133.95,Accepted,RR3,true
RT003449,SO016896,3,V00743,P0052,2025-12-06,ST005,1,131.95,Accepted,RR4,false
RT003450,SO016901,1,V00536,P0025,2025-11-18,ST007,1,95.95,Accepted,RR4,false
RT003451,SO016917,3,V00744,P0052,2025-12-28,ST011,1,131.95,Accepted,RR1,true
RT003452,SO016919,1,V00141,P0006,2025-11-16,ST011,1,162.95,Accepted,RR5,true
RT003453,SO016921,4,V00501,P0023,2025-11-28,ST011,1,132.95,Accepted,RR7,true
RT003454,SO016926,2,V00564,P0026,2025-11-21,ST013,1,52.95,Accepted,RR7,true
RT003455,SO016928,1,V00667,P0032,2025-11-20,ST013,1,39.95,Accepted,RR8,true
RT003456,SO016928,2,V00270,P0012,2025-11-30,ST005,1,116.95,Accepted,RR3,true
RT003457,SO016938,1,V00558,P0026,2025-12-08,ST015,1,52.95,Accepted,RR3,true
RT003458,SO016940,2,V00676,P0033,2025-11-20,ST016,1,48.95,Accepted,RR3,true
RT003459,SO016945,3,V00731,P0046,2025-11-20,ST017,1,121.95,Accepted,RR1,true
RT003460,SO016948,2,V00565,P0027,2025-12-04,ST018,1,82.95,Rejected,RR7,false
RT003461,SO016949,1,V00225,P0010,2025-12-09,ST018,1,108.95,Accepted,RR8,true
RT003462,SO016951,2,V00519,P0024,2025-11-25,ST016,1,122.95,Rejected,RR3,false
RT003463,SO016952,1,V00550,P0026,2025-11-15,ST015,1,52.95,Accepted,RR7,true
RT003464,SO016956,2,V00117,P0005,2025-12-02,ST006,1,133.95,Accepted,RR7,true
RT003465,SO016956,3,V00737,P0049,2025-12-08,ST018,2,103.90,Accepted,RR2,true
RT003466,SO016961,1,V00585,P0028,2025-11-18,ST005,1,84.56,Accepted,RR3,true
RT003467,SO016964,1,V00016,P0001,2025-11-25,ST002,1,271.95,Accepted,RR3,true
RT003468,SO016967,1,V00640,P0031,2025-12-11,ST003,1,68.35,Pending,RR2,false
RT003469,SO016970,1,V00735,P0048,2025-12-09,ST004,1,83.95,Accepted,RR3,true
RT003470,SO016973,1,V00639,P0031,2025-12-15,ST005,1,75.95,Accepted,RR7,true
RT003471,SO016978,3,V00456,P0020,2025-12-01,ST007,1,425.95,Accepted,RR2,true
RT003472,SO016980,2,V00405,P0018,2025-11-15,ST008,1,144.76,Accepted,RR8,true
RT003473,SO016993,1,V00617,P0029,2025-11-19,ST014,1,135.95,Accepted,RR8,true
RT003474,SO016995,1,V00136,P0006,2025-11-24,ST015,1,162.95,Accepted,RR2,true
RT003475,SO016996,3,V00406,P0018,2025-11-24,ST018,1,180.95,Accepted,RR7,true
RT003476,SO016999,2,V00442,P0020,2025-11-27,ST017,1,425.95,Accepted,RR4,false
RT003477,SO017000,1,V00633,P0030,2025-11-12,ST017,1,133.95,Accepted,RR1,true
RT003478,SO017002,1,V00700,P0034,2025-12-13,ST018,1,61.95,Accepted,RR4,false
RT003479,SO017008,1,V00232,P0010,2025-11-15,ST002,1,98.05,Pending,RR1,false
RT003480,SO017011,1,V00635,P0030,2025-11-14,ST001,1,133.95,Accepted,RR4,false
RT003481,SO017012,1,V00162,P0007,2025-11-22,ST006,1,126.95,Accepted,RR1,true
RT003482,SO017013,2,V00410,P0018,2025-11-22,ST013,1,180.95,Accepted,RR7,true
RT003483,SO017019,2,V00017,P0001,2025-12-30,ST001,1,271.95,Rejected,RR1,false
RT003484,SO017022,3,V00176,P0008,2025-12-13,ST001,1,135.95,Accepted,RR2,true
RT003485,SO017023,2,V00073,P0004,2025-12-24,ST002,1,240.95,Accepted,RR1,true
RT003486,SO017025,2,V00018,P0001,2025-11-20,ST003,1,271.95,Accepted,RR1,true
RT003487,SO017030,1,V00393,P0017,2025-11-17,ST003,2,319.90,Accepted,RR4,false
RT003488,SO017031,1,V00730,P0045,2025-11-19,ST004,1,93.95,Accepted,RR2,true
RT003489,SO017031,4,V00592,P0028,2025-11-21,ST004,1,93.95,Pending,RR8,false
RT003490,SO017040,3,V00056,P0003,2025-11-30,ST008,1,164.95,Accepted,RR7,true
RT003491,SO017063,1,V00090,P0004,2025-11-20,ST018,1,240.95,Accepted,RR8,true
RT003492,SO017063,2,V00575,P0027,2025-12-07,ST018,1,66.36,Accepted,RR5,true
RT003493,SO017068,1,V00589,P0028,2025-11-30,ST012,1,93.95,Accepted,RR3,true
RT003494,SO017069,1,V00437,P0019,2025-11-13,ST002,1,250.95,Accepted,RR5,true
RT003495,SO017074,3,V00441,P0020,2025-11-30,ST001,1,362.06,Accepted,RR5,true
RT003496,SO017082,3,V00736,P0048,2025-11-28,ST003,1,67.16,Accepted,RR7,true
RT003497,SO017083,1,V00473,P0021,2025-12-14,ST012,1,278.95,Accepted,RR7,true
RT003498,SO017090,4,V00739,P0050,2025-11-26,ST006,1,215.95,Rejected,RR7,false
RT003499,SO017096,3,V00333,P0014,2025-11-29,ST017,1,189.95,Rejected,RR6,false
RT003500,SO017096,4,V00209,P0009,2025-12-01,ST010,1,119.95,Rejected,RR7,false
RT003501,SO017101,3,V00491,P0022,2025-11-28,ST012,1,439.95,Accepted,RR7,true
RT003502,SO017104,1,V00243,P0011,2025-12-14,ST012,1,157.95,Accepted,RR3,true
RT003503,SO017106,2,V00112,P0005,2025-12-31,ST013,1,133.95,Accepted,RR4,false
RT003504,SO017107,1,V00719,P0040,2025-11-21,ST013,1,339.95,Accepted,RR4,false
RT003505,SO017113,1,V00653,P0031,2025-12-10,ST016,1,75.95,Accepted,RR7,true
RT003506,SO017120,1,V00461,P0021,2025-12-11,ST018,1,278.95,Pending,RR4,false
RT003507,SO017121,2,V00115,P0005,2025-11-23,ST007,1,133.95,Accepted,RR5,true
RT003508,SO017121,4,V00185,P0008,2025-11-27,ST008,1,135.95,Accepted,RR2,true
RT003509,SO017123,2,V00560,P0026,2025-12-01,ST006,1,52.95,Accepted,RR4,false
RT003510,SO017124,2,V00417,P0018,2025-12-25,ST007,1,144.76,Accepted,RR7,true
RT003511,SO017124,3,V00551,P0026,2025-12-22,ST009,1,52.95,Accepted,RR8,true
RT003512,SO017144,3,V00721,P0041,2025-12-02,ST006,1,190.75,Accepted,RR1,true
RT003513,SO017145,1,V00742,P0051,2025-12-25,ST007,1,73.95,Accepted,RR4,false
RT003514,SO017156,1,V00496,P0023,2025-11-24,ST010,1,132.95,Accepted,RR4,false
RT003515,SO017159,2,V00033,P0002,2025-11-23,ST006,1,190.95,Accepted,RR8,true
RT003516,SO017159,3,V00132,P0006,2025-11-30,ST011,1,162.95,Accepted,RR7,true
RT003517,SO017165,1,V00066,P0003,2025-11-22,ST013,1,164.95,Rejected,RR7,false
RT003518,SO017165,2,V00609,P0029,2025-11-26,ST013,1,135.95,Accepted,RR7,true
RT003519,SO017169,1,V00449,P0020,2025-12-02,ST015,1,425.95,Accepted,RR7,true
RT003520,SO017176,1,V00533,P0025,2025-11-19,ST012,1,95.95,Accepted,RR7,true
RT003521,SO017178,1,V00092,P0004,2025-11-19,ST002,1,240.95,Accepted,RR2,true
RT003522,SO017182,1,V00412,P0018,2025-12-14,ST011,2,361.90,Accepted,RR3,true
RT003523,SO017194,2,V00545,P0025,2025-12-25,ST004,1,86.36,Accepted,RR8,true
RT003524,SO017198,1,V00672,P0032,2025-11-16,ST005,1,39.95,Accepted,RR7,true
RT003525,SO017200,1,V00592,P0028,2025-11-27,ST006,1,93.95,Accepted,RR3,true
RT003526,SO017202,1,V00453,P0020,2025-12-01,ST016,1,383.35,Accepted,RR7,true
RT003527,SO017207,2,V00482,P0022,2025-12-03,ST009,1,439.95,Accepted,RR7,true
RT003528,SO017208,1,V00375,P0016,2025-11-24,ST009,1,218.95,Accepted,RR7,true
RT003529,SO017211,1,V00424,P0019,2025-12-11,ST011,1,250.95,Accepted,RR3,true
RT003530,SO017214,1,V00029,P0002,2025-11-17,ST011,1,190.95,Accepted,RR2,true
RT003531,SO017222,1,V00714,P0037,2025-11-27,ST015,1,228.95,Accepted,RR7,true
RT003532,SO017223,1,V00275,P0012,2025-12-03,ST016,1,105.25,Accepted,RR4,false
RT003533,SO017231,1,V00411,P0018,2025-11-29,ST001,1,180.95,Accepted,RR6,true
RT003534,SO017233,1,V00378,P0016,2026-01-01,ST001,1,218.95,Rejected,RR1,false
RT003535,SO017236,1,V00736,P0048,2025-12-28,ST016,1,83.95,Accepted,RR7,true
RT003536,SO017236,3,V00459,P0021,2025-12-03,ST018,1,278.95,Accepted,RR3,true
RT003537,SO017239,1,V00737,P0049,2025-12-02,ST012,1,51.95,Accepted,RR7,true
RT003538,SO017243,1,V00083,P0004,2025-11-27,ST001,1,240.95,Accepted,RR4,false
RT003539,SO017245,3,V00077,P0004,2025-11-23,ST001,1,240.95,Pending,RR6,false
RT003540,SO017247,1,V00176,P0008,2025-11-21,ST001,1,135.95,Accepted,RR6,true
RT003541,SO017249,1,V00694,P0034,2025-11-18,ST001,1,61.95,Accepted,RR8,true
RT003542,SO017254,2,V00554,P0026,2025-12-16,ST014,1,52.95,Accepted,RR8,true
RT003543,SO017264,3,V00569,P0027,2025-12-03,ST004,1,82.95,Accepted,RR5,true
RT003544,SO017265,3,V00517,P0024,2025-12-02,ST004,1,122.95,Accepted,RR1,true
RT003545,SO017268,3,V00075,P0004,2025-11-24,ST005,1,240.95,Accepted,RR3,true
RT003546,SO017275,2,V00010,P0001,2025-11-23,ST006,1,244.75,Accepted,RR1,true
RT003547,SO017278,2,V00714,P0037,2025-11-27,ST006,1,228.95,Accepted,RR4,false
RT003548,SO017282,1,V00635,P0030,2026-01-04,ST007,1,133.95,Accepted,RR8,true
RT003549,SO017294,1,V00459,P0021,2025-12-04,ST010,1,278.95,Accepted,RR7,true
RT003550,SO017296,2,V00404,P0018,2025-12-06,ST010,1,180.95,Rejected,RR4,false
RT003551,SO017303,3,V00113,P0005,2025-12-09,ST011,1,133.95,Rejected,RR4,false
RT003552,SO017306,1,V00415,P0018,2025-11-27,ST012,1,180.95,Rejected,RR4,false
RT003553,SO017319,2,V00094,P0004,2025-11-18,ST014,1,240.95,Accepted,RR5,true
RT003554,SO017320,2,V00628,P0030,2025-12-17,ST014,1,133.95,Accepted,RR6,true
RT003555,SO017322,3,V00429,P0019,2025-11-17,ST015,1,250.95,Accepted,RR5,true
RT003556,SO017325,3,V00003,P0001,2025-12-05,ST016,1,271.95,Accepted,RR1,true
RT003557,SO017328,3,V00187,P0008,2025-12-01,ST017,1,135.95,Accepted,RR1,true
RT003558,SO017329,1,V00032,P0002,2025-12-02,ST017,1,190.95,Accepted,RR8,true
RT003559,SO017339,2,V00005,P0001,2025-12-16,ST008,1,271.95,Pending,RR2,false
RT003560,SO017341,3,V00284,P0012,2025-11-17,ST018,1,116.95,Accepted,RR1,true
RT003561,SO017347,1,V00136,P0006,2025-12-14,ST004,1,162.95,Accepted,RR8,true
RT003562,SO017348,1,V00225,P0010,2025-12-18,ST001,1,92.61,Accepted,RR2,true
RT003563,SO017350,1,V00353,P0015,2025-11-24,ST001,1,219.95,Accepted,RR7,true
RT003564,SO017365,4,V00280,P0012,2025-11-18,ST003,1,116.95,Pending,RR1,false
RT003565,SO017366,3,V00124,P0006,2025-12-26,ST003,1,162.95,Rejected,RR1,false
RT003566,SO017371,1,V00368,P0016,2025-12-03,ST005,1,218.95,Accepted,RR7,true
RT003567,SO017371,4,V00161,P0007,2025-11-27,ST005,1,126.95,Accepted,RR5,true
RT003568,SO017375,3,V00658,P0032,2025-12-05,ST006,1,39.95,Rejected,RR7,false
RT003569,SO017380,2,V00448,P0020,2025-11-24,ST008,1,425.95,Accepted,RR7,true
RT003570,SO017383,1,V00089,P0004,2025-11-19,ST008,1,240.95,Accepted,RR1,true
RT003571,SO017386,3,V00388,P0017,2025-12-18,ST009,1,159.95,Accepted,RR6,true
RT003572,SO017408,2,V00067,P0003,2025-12-06,ST015,1,164.95,Accepted,RR1,true
RT003573,SO017409,1,V00637,P0031,2025-11-29,ST006,1,75.95,Accepted,RR1,true
RT003574,SO017413,1,V00506,P0023,2025-12-08,ST016,1,132.95,Accepted,RR5,true
RT003575,SO017417,1,V00357,P0015,2026-01-02,ST017,1,219.95,Rejected,RR7,false
RT003576,SO017418,2,V00631,P0030,2025-12-02,ST017,1,133.95,Accepted,RR6,true
RT003577,SO017419,1,V00493,P0023,2025-12-07,ST018,1,132.95,Accepted,RR7,true
RT003578,SO017421,1,V00676,P0033,2025-11-21,ST018,1,48.95,Accepted,RR4,false
RT003579,SO017422,1,V00057,P0003,2025-12-12,ST018,1,164.95,Accepted,RR5,true
RT003580,SO017423,1,V00458,P0021,2025-12-01,ST014,1,251.05,Accepted,RR2,true
RT003581,SO017431,1,V00620,P0030,2025-11-23,ST018,1,133.95,Accepted,RR4,false
RT003582,SO017437,1,V00480,P0022,2026-01-01,ST003,1,439.95,Accepted,RR4,false
RT003583,SO017437,2,V00603,P0029,2025-11-30,ST008,1,108.76,Accepted,RR7,true
RT003584,SO017438,3,V00640,P0031,2025-11-25,ST004,1,75.95,Accepted,RR2,true
RT003585,SO017446,1,V00520,P0024,2025-11-24,ST001,1,122.95,Accepted,RR3,true
RT003586,SO017450,1,V00501,P0023,2025-12-02,ST003,1,132.95,Rejected,RR5,false
RT003587,SO017455,3,V00719,P0040,2025-12-13,ST004,1,339.95,Accepted,RR2,true
RT003588,SO017463,1,V00473,P0021,2025-11-21,ST010,1,223.16,Accepted,RR7,true
RT003589,SO017465,1,V00268,P0012,2025-12-09,ST008,1,116.95,Accepted,RR5,true
RT003590,SO017472,1,V00638,P0031,2025-12-04,ST011,2,151.90,Accepted,RR7,true
RT003591,SO017475,1,V00435,P0019,2025-11-26,ST011,1,250.95,Accepted,RR7,true
RT003592,SO017480,1,V00705,P0034,2025-12-14,ST013,1,61.95,Accepted,RR5,true
RT003593,SO017480,2,V00658,P0032,2026-01-04,ST013,1,33.96,Accepted,RR4,false
RT003594,SO017483,2,V00191,P0008,2025-12-16,ST004,1,135.95,Accepted,RR6,true
RT003595,SO017490,2,V00101,P0005,2025-11-21,ST018,1,133.95,Accepted,RR7,true
RT003596,SO017491,1,V00543,P0025,2025-12-18,ST018,1,86.35,Accepted,RR8,true
RT003597,SO017498,2,V00399,P0017,2025-12-02,ST010,1,159.95,Accepted,RR1,true
RT003598,SO017499,2,V00643,P0031,2025-11-28,ST001,1,75.95,Accepted,RR1,true
RT003599,SO017514,3,V00402,P0017,2025-12-01,ST004,1,159.95,Accepted,RR7,true
RT003600,SO017521,2,V00266,P0012,2025-11-25,ST006,1,116.95,Accepted,RR4,false
RT003601,SO017522,1,V00729,P0045,2025-12-03,ST006,1,93.95,Accepted,RR3,true
RT003602,SO017528,1,V00072,P0003,2025-12-14,ST009,1,164.95,Accepted,RR8,true
RT003603,SO017529,2,V00417,P0018,2026-01-04,ST009,1,144.76,Accepted,RR1,true
RT003604,SO017541,2,V00471,P0021,2025-11-26,ST014,1,278.95,Accepted,RR6,true
RT003605,SO017549,2,V00234,P0010,2025-12-13,ST018,1,98.06,Accepted,RR7,true
RT003606,SO017560,2,V00075,P0004,2025-11-27,ST018,1,240.95,Accepted,RR6,true
RT003607,SO017563,1,V00108,P0005,2025-11-20,ST014,1,133.95,Rejected,RR4,false
RT003608,SO017566,3,V00439,P0020,2025-12-21,ST001,1,425.95,Pending,RR7,false
RT003609,SO017573,1,V00544,P0025,2025-12-02,ST001,1,95.95,Accepted,RR4,false
