OrderLineID,OrderID,OrderLineNumber,VariantID,ProductID,Quantity,UnitPrice,DiscountAmount,LineTotal
SO018746-1,SO018746,1,V00365,P0016,1,218.95,0.00,218.95
SO018747-1,SO018747,1,V00543,P0025,1,95.95,0.00,95.95
SO018748-1,SO018748,1,V00222,P0010,1,108.95,0.00,108.95
SO018748-2,SO018748,2,V00441,P0020,2,425.95,170.38,681.52
SO018749-1,SO018749,1,V00734,P0047,1,89.95,0.00,89.95
SO018749-2,SO018749,2,V00737,P0049,2,51.95,0.00,103.90
SO018750-1,SO018750,1,V00455,P0020,1,425.95,0.00,425.95
SO018750-2,SO018750,2,V00400,P0017,1,159.95,0.00,159.95
SO018751-1,SO018751,1,V00663,P0032,1,39.95,0.00,39.95
SO018751-2,SO018751,2,V00709,P0035,1,192.95,0.00,192.95
SO018751-3,SO018751,3,V00419,P0018,1,180.95,0.00,180.95
SO018752-1,SO018752,1,V00706,P0034,2,61.95,0.00,123.90
SO018753-1,SO018753,1,V00700,P0034,1,61.95,0.00,61.95
SO018753-2,SO018753,2,V00542,P0025,1,95.95,0.00,95.95
SO018753-3,SO018753,3,V00538,P0025,1,95.95,9.60,86.35
SO018754-1,SO018754,1,V00731,P0046,1,121.95,0.00,121.95
SO018755-1,SO018755,1,V00362,P0016,1,218.95,0.00,218.95
SO018755-2,SO018755,2,V00690,P0033,1,48.95,0.00,48.95
SO018755-3,SO018755,3,V00470,P0021,1,278.95,0.00,278.95
SO018756-1,SO018756,1,V00525,P0024,1,122.95,0.00,122.95
SO018756-2,SO018756,2,V00736,P0048,2,83.95,0.00,167.90
SO018757-1,SO018757,1,V00331,P0014,2,189.95,0.00,379.90
SO018757-2,SO018757,2,V00724,P0042,1,358.95,0.00,358.95
SO018758-1,SO018758,1,V00549,P0026,1,52.95,0.00,52.95
SO018758-2,SO018758,2,V00647,P0031,1,75.95,0.00,75.95
SO018759-1,SO018759,1,V00732,P0046,1,121.95,18.29,103.66
SO018759-2,SO018759,2,V00721,P0041,1,211.95,0.00,211.95
SO018760-1,SO018760,1,V00496,P0023,1,132.95,0.00,132.95
SO018760-2,SO018760,2,V00188,P0008,1,135.95,0.00,135.95
SO018761-1,SO018761,1,V00657,P0032,1,39.95,0.00,39.95
SO018761-2,SO018761,2,V00641,P0031,2,75.95,0.00,151.90
SO018762-1,SO018762,1,V00709,P0035,1,192.95,19.30,173.65
SO018762-2,SO018762,2,V00467,P0021,1,278.95,0.00,278.95
SO018763-1,SO018763,1,V00714,P0037,1,228.95,0.00,228.95
SO018764-1,SO018764,1,V00405,P0018,3,180.95,0.00,542.85
SO018764-2,SO018764,2,V00566,P0027,1,82.95,0.00,82.95
SO018764-3,SO018764,3,V00044,P0002,1,190.95,28.64,162.31
SO018765-1,SO018765,1,V00186,P0008,1,135.95,20.39,115.56
SO018766-1,SO018766,1,V00041,P0002,1,190.95,0.00,190.95
SO018767-1,SO018767,1,V00248,P0011,1,157.95,0.00,157.95
SO018768-1,SO018768,1,V00398,P0017,1,159.95,0.00,159.95
SO018768-2,SO018768,2,V00719,P0040,1,339.95,0.00,339.95
SO018768-3,SO018768,3,V00654,P0031,2,75.95,0.00,151.90
SO018768-4,SO018768,4,V00454,P0020,1,425.95,0.00,425.95
SO018769-1,SO018769,1,V00711,P0036,1,177.95,0.00,177.95
SO018769-2,SO018769,2,V00138,P0006,1,162.95,0.00,162.95
SO018769-3,SO018769,3,V00172,P0008,1,135.95,0.00,135.95
SO018769-4,SO018769,4,V00227,P0010,1,108.95,0.00,108.95
SO018770-1,SO018770,1,V00712,P0036,1,177.95,0.00,177.95
SO018770-2,SO018770,2,V00734,P0047,3,89.95,0.00,269.85
SO018771-1,SO018771,1,V00053,P0003,1,164.95,0.00,164.95
SO018772-1,SO018772,1,V00122,P0006,1,162.95,0.00,162.95
SO018772-2,SO018772,2,V00158,P0007,1,126.95,0.00,126.95
SO018772-3,SO018772,3,V00739,P0050,1,215.95,0.00,215.95
SO018773-1,SO018773,1,V00726,P0043,2,138.95,0.00,277.90
SO018773-2,SO018773,2,V00139,P0006,1,162.95,0.00,162.95
SO018773-3,SO018773,3,V00161,P0007,1,126.95,0.00,126.95
SO018773-4,SO018773,4,V00644,P0031,2,75.95,0.00,151.90
SO018774-1,SO018774,1,V00370,P0016,1,218.95,0.00,218.95
SO018775-1,SO018775,1,V00333,P0014,1,189.95,0.00,189.95
SO018775-2,SO018775,2,V00363,P0016,1,218.95,0.00,218.95
SO018775-3,SO018775,3,V00739,P0050,1,215.95,0.00,215.95
SO018776-1,SO018776,1,V00098,P0005,2,133.95,0.00,267.90
SO018776-2,SO018776,2,V00622,P0030,2,133.95,0.00,267.90
SO018776-3,SO018776,3,V00634,P0030,1,133.95,0.00,133.95
SO018777-1,SO018777,1,V00085,P0004,1,240.95,0.00,240.95
SO018778-1,SO018778,1,V00393,P0017,1,159.95,0.00,159.95
SO018779-1,SO018779,1,V00521,P0024,1,122.95,0.00,122.95
SO018779-2,SO018779,2,V00678,P0033,1,48.95,0.00,48.95
SO018779-3,SO018779,3,V00123,P0006,1,162.95,0.00,162.95
SO018780-1,SO018780,1,V00562,P0026,1,52.95,0.00,52.95
SO018780-2,SO018780,2,V00682,P0033,1,48.95,4.90,44.05
SO018781-1,SO018781,1,V00605,P0029,1,135.95,0.00,135.95
SO018781-2,SO018781,2,V00101,P0005,1,133.95,0.00,133.95
SO018781-3,SO018781,3,V00733,P0047,1,89.95,0.00,89.95
SO018782-1,SO018782,1,V00718,P0039,1,220.95,0.00,220.95
SO018783-1,SO018783,1,V00679,P0033,1,48.95,9.79,39.16
SO018784-1,SO018784,1,V00698,P0034,1,61.95,6.20,55.75
SO018785-1,SO018785,1,V00709,P0035,1,192.95,38.59,154.36
SO018785-2,SO018785,2,V00209,P0009,3,119.95,0.00,359.85
SO018785-3,SO018785,3,V00089,P0004,1,240.95,0.00,240.95
SO018786-1,SO018786,1,V00702,P0034,2,61.95,0.00,123.90
SO018786-2,SO018786,2,V00304,P0013,1,175.95,0.00,175.95
SO018786-3,SO018786,3,V00663,P0032,1,39.95,0.00,39.95
SO018786-4,SO018786,4,V00514,P0024,1,122.95,0.00,122.95
SO018787-1,SO018787,1,V00282,P0012,1,116.95,0.00,116.95
SO018787-2,SO018787,2,V00540,P0025,1,95.95,19.19,76.76
SO018788-1,SO018788,1,V00715,P0038,1,476.95,0.00,476.95
SO018788-2,SO018788,2,V00725,P0043,1,138.95,0.00,138.95
SO018788-3,SO018788,3,V00723,P0042,1,358.95,0.00,358.95
SO018789-1,SO018789,1,V00388,P0017,1,159.95,0.00,159.95
SO018789-2,SO018789,2,V00711,P0036,1,177.95,0.00,177.95
SO018789-3,SO018789,3,V00246,P0011,1,157.95,0.00,157.95
SO018790-1,SO018790,1,V00731,P0046,1,121.95,0.00,121.95
SO018790-2,SO018790,2,V00394,P0017,1,159.95,23.99,135.96
SO018791-1,SO018791,1,V00674,P0033,1,48.95,0.00,48.95
SO018791-2,SO018791,2,V00713,P0037,1,228.95,0.00,228.95
SO018792-1,SO018792,1,V00389,P0017,2,159.95,0.00,319.90
SO018793-1,SO018793,1,V00726,P0043,1,138.95,0.00,138.95
SO018793-2,SO018793,2,V00417,P0018,1,180.95,0.00,180.95
SO018794-1,SO018794,1,V00235,P0010,1,108.95,0.00,108.95
SO018794-2,SO018794,2,V00726,P0043,1,138.95,0.00,138.95
SO018795-1,SO018795,1,V00743,P0052,1,131.95,0.00,131.95
SO018795-2,SO018795,2,V00705,P0034,1,61.95,0.00,61.95
SO018796-1,SO018796,1,V00725,P0043,1,138.95,0.00,138.95
SO018796-2,SO018796,2,V00716,P0038,3,476.95,0.00,1430.85
SO018797-1,SO018797,1,V00709,P0035,1,192.95,0.00,192.95
SO018797-2,SO018797,2,V00174,P0008,2,135.95,0.00,271.90
SO018798-1,SO018798,1,V00004,P0001,3,271.95,0.00,815.85
SO018798-2,SO018798,2,V00642,P0031,1,75.95,0.00,75.95
SO018798-3,SO018798,3,V00404,P0018,1,180.95,0.00,180.95
SO018798-4,SO018798,4,V00524,P0024,1,122.95,0.00,122.95
SO018799-1,SO018799,1,V00031,P0002,1,190.95,0.00,190.95
SO018800-1,SO018800,1,V00656,P0032,1,39.95,5.99,33.96
SO018800-2,SO018800,2,V00592,P0028,1,93.95,0.00,93.95
SO018800-3,SO018800,3,V00535,P0025,1,95.95,19.19,76.76
SO018800-4,SO018800,4,V00147,P0007,1,126.95,0.00,126.95
SO018801-1,SO018801,1,V00737,P0049,1,51.95,0.00,51.95
SO018801-2,SO018801,2,V00527,P0024,1,122.95,0.00,122.95
SO018802-1,SO018802,1,V00555,P0026,1,52.95,0.00,52.95
SO018802-2,SO018802,2,V00586,P0028,1,93.95,0.00,93.95
SO018802-3,SO018802,3,V00210,P0009,1,119.95,0.00,119.95
SO018803-1,SO018803,1,V00723,P0042,1,358.95,0.00,358.95
SO018803-2,SO018803,2,V00681,P0033,2,48.95,0.00,97.90
SO018804-1,SO018804,1,V00412,P0018,1,180.95,0.00,180.95
SO018804-2,SO018804,2,V00233,P0010,1,108.95,0.00,108.95
SO018804-3,SO018804,3,V00706,P0034,3,61.95,0.00,185.85
SO018805-1,SO018805,1,V00055,P0003,1,164.95,0.00,164.95
SO018805-2,SO018805,2,V00443,P0020,1,425.95,0.00,425.95
SO018805-3,SO018805,3,V00177,P0008,1,135.95,0.00,135.95
SO018806-1,SO018806,1,V00034,P0002,1,190.95,0.00,190.95
SO018806-2,SO018806,2,V00724,P0042,1,358.95,0.00,358.95
SO018807-1,SO018807,1,V00387,P0017,1,159.95,0.00,159.95
SO018807-2,SO018807,2,V00408,P0018,1,180.95,0.00,180.95
SO018807-3,SO018807,3,V00710,P0035,1,192.95,0.00,192.95
SO018808-1,SO018808,1,V00638,P0031,1,75.95,0.00,75.95
SO018808-2,SO018808,2,V00710,P0035,1,192.95,19.30,173.65
SO018808-3,SO018808,3,V00101,P0005,2,133.95,0.00,267.90
SO018808-4,SO018808,4,V00733,P0047,1,89.95,0.00,89.95
SO018809-1,SO018809,1,V00597,P0028,1,93.95,9.40,84.55
SO018810-1,SO018810,1,V00722,P0041,1,211.95,0.00,211.95
SO018811-1,SO018811,1,V00472,P0021,1,278.95,0.00,278.95
SO018812-1,SO018812,1,V00076,P0004,1,240.95,0.00,240.95
SO018812-2,SO018812,2,V00730,P0045,1,93.95,0.00,93.95
SO018812-3,SO018812,3,V00463,P0021,1,278.95,0.00,278.95
SO018812-4,SO018812,4,V00412,P0018,1,180.95,0.00,180.95
SO018813-1,SO018813,1,V00562,P0026,1,52.95,0.00,52.95
SO018814-1,SO018814,1,V00508,P0023,1,132.95,0.00,132.95
SO018815-1,SO018815,1,V00327,P0014,1,189.95,0.00,189.95
SO018815-2,SO018815,2,V00735,P0048,3,83.95,0.00,251.85
SO018816-1,SO018816,1,V00065,P0003,2,164.95,0.00,329.90
SO018816-2,SO018816,2,V00045,P0002,1,190.95,0.00,190.95
SO018816-3,SO018816,3,V00634,P0030,1,133.95,0.00,133.95
SO018817-1,SO018817,1,V00728,P0044,1,115.95,0.00,115.95
SO018818-1,SO018818,1,V00724,P0042,1,358.95,0.00,358.95
SO018818-2,SO018818,2,V00437,P0019,1,250.95,0.00,250.95
SO018819-1,SO018819,1,V00589,P0028,1,93.95,0.00,93.95
SO018820-1,SO018820,1,V00586,P0028,1,93.95,0.00,93.95
SO018820-2,SO018820,2,V00246,P0011,1,157.95,0.00,157.95
SO018820-3,SO018820,3,V00494,P0023,1,132.95,0.00,132.95
SO018821-1,SO018821,1,V00725,P0043,1,138.95,0.00,138.95
SO018822-1,SO018822,1,V00734,P0047,1,89.95,0.00,89.95
SO018822-2,SO018822,2,V00713,P0037,1,228.95,0.00,228.95
SO018822-3,SO018822,3,V00065,P0003,1,164.95,0.00,164.95
SO018822-4,SO018822,4,V00601,P0029,1,135.95,0.00,135.95
SO018822-5,SO018822,5,V00727,P0044,1,115.95,0.00,115.95
SO018823-1,SO018823,1,V00578,P0027,2,82.95,0.00,165.90
SO018824-1,SO018824,1,V00716,P0038,1,476.95,0.00,476.95
SO018824-2,SO018824,2,V00729,P0045,1,93.95,0.00,93.95
SO018824-3,SO018824,3,V00449,P0020,2,425.95,0.00,851.90
SO018824-4,SO018824,4,V00513,P0024,1,122.95,0.00,122.95
SO018825-1,SO018825,1,V00723,P0042,1,358.95,0.00,358.95
SO018826-1,SO018826,1,V00240,P0010,1,108.95,0.00,108.95
SO018826-2,SO018826,2,V00635,P0030,1,133.95,0.00,133.95
SO018827-1,SO018827,1,V00595,P0028,1,93.95,0.00,93.95
SO018827-2,SO018827,2,V00357,P0015,1,219.95,0.00,219.95
SO018828-1,SO018828,1,V00725,P0043,2,138.95,0.00,277.90
SO018829-1,SO018829,1,V00711,P0036,1,177.95,0.00,177.95
SO018829-2,SO018829,2,V00530,P0025,2,95.95,28.78,163.12
SO018830-1,SO018830,1,V00638,P0031,1,75.95,0.00,75.95
SO018831-1,SO018831,1,V00292,P0013,1,175.95,0.00,175.95
SO018832-1,SO018832,1,V00491,P0022,1,439.95,0.00,439.95
SO018833-1,SO018833,1,V00176,P0008,1,135.95,0.00,135.95
SO018833-2,SO018833,2,V00448,P0020,1,425.95,0.00,425.95
SO018833-3,SO018833,3,V00716,P0038,1,476.95,0.00,476.95
SO018833-4,SO018833,4,V00741,P0051,1,73.95,0.00,73.95
SO018833-5,SO018833,5,V00734,P0047,1,89.95,0.00,89.95
SO018834-1,SO018834,1,V00726,P0043,1,138.95,0.00,138.95
SO018834-2,SO018834,2,V00709,P0035,1,192.95,38.59,154.36
SO018835-1,SO018835,1,V00118,P0005,1,133.95,0.00,133.95
SO018835-2,SO018835,2,V00506,P0023,1,132.95,13.30,119.65
SO018835-3,SO018835,3,V00723,P0042,1,358.95,0.00,358.95
SO018835-4,SO018835,4,V00153,P0007,1,126.95,0.00,126.95
SO018836-1,SO018836,1,V00276,P0012,1,116.95,0.00,116.95
SO018836-2,SO018836,2,V00669,P0032,1,39.95,0.00,39.95
SO018836-3,SO018836,3,V00729,P0045,1,93.95,0.00,93.95
SO018836-4,SO018836,4,V00101,P0005,2,133.95,0.00,267.90
SO018837-1,SO018837,1,V00664,P0032,1,39.95,0.00,39.95
SO018838-1,SO018838,1,V00744,P0052,1,131.95,0.00,131.95
SO018838-2,SO018838,2,V00474,P0021,1,278.95,0.00,278.95
SO018839-1,SO018839,1,V00186,P0008,1,135.95,0.00,135.95
SO018839-2,SO018839,2,V00430,P0019,1,250.95,0.00,250.95
SO018839-3,SO018839,3,V00008,P0001,1,271.95,0.00,271.95
SO018839-4,SO018839,4,V00191,P0008,1,135.95,0.00,135.95
SO018839-5,SO018839,5,V00183,P0008,1,135.95,0.00,135.95
SO018840-1,SO018840,1,V00676,P0033,1,48.95,0.00,48.95
SO018840-2,SO018840,2,V00591,P0028,1,93.95,0.00,93.95
SO018841-1,SO018841,1,V00513,P0024,1,122.95,0.00,122.95
SO018842-1,SO018842,1,V00272,P0012,1,116.95,0.00,116.95
SO018842-2,SO018842,2,V00592,P0028,1,93.95,0.00,93.95
SO018842-3,SO018842,3,V00604,P0029,1,135.95,0.00,135.95
SO018842-4,SO018842,4,V00714,P0037,1,228.95,0.00,228.95
SO018842-5,SO018842,5,V00400,P0017,1,159.95,0.00,159.95
SO018843-1,SO018843,1,V00739,P0050,1,215.95,0.00,215.95
SO018843-2,SO018843,2,V00162,P0007,1,126.95,12.70,114.25
SO018844-1,SO018844,1,V00330,P0014,1,189.95,0.00,189.95
SO018844-2,SO018844,2,V00029,P0002,1,190.95,0.00,190.95
SO018845-1,SO018845,1,V00460,P0021,1,278.95,0.00,278.95
SO018846-1,SO018846,1,V00730,P0045,1,93.95,0.00,93.95
SO018846-2,SO018846,2,V00587,P0028,1,93.95,0.00,93.95
SO018847-1,SO018847,1,V00506,P0023,2,132.95,0.00,265.90
SO018847-2,SO018847,2,V00291,P0013,1,175.95,0.00,175.95
SO018847-3,SO018847,3,V00307,P0013,1,175.95,0.00,175.95
SO018848-1,SO018848,1,V00575,P0027,1,82.95,0.00,82.95
SO018848-2,SO018848,2,V00447,P0020,3,425.95,0.00,1277.85
SO018848-3,SO018848,3,V00309,P0013,1,175.95,26.39,149.56
SO018848-4,SO018848,4,V00175,P0008,1,135.95,0.00,135.95
SO018849-1,SO018849,1,V00664,P0032,1,39.95,0.00,39.95
SO018849-2,SO018849,2,V00591,P0028,1,93.95,0.00,93.95
SO018849-3,SO018849,3,V00536,P0025,1,95.95,0.00,95.95
SO018850-1,SO018850,1,V00436,P0019,1,250.95,0.00,250.95
SO018851-1,SO018851,1,V00665,P0032,1,39.95,0.00,39.95
SO018851-2,SO018851,2,V00105,P0005,1,133.95,0.00,133.95
SO018852-1,SO018852,1,V00462,P0021,1,278.95,0.00,278.95
SO018852-2,SO018852,2,V00549,P0026,1,52.95,0.00,52.95
SO018853-1,SO018853,1,V00639,P0031,2,75.95,0.00,151.90
SO018854-1,SO018854,1,V00527,P0024,1,122.95,0.00,122.95
SO018855-1,SO018855,1,V00268,P0012,1,116.95,0.00,116.95
SO018855-2,SO018855,2,V00461,P0021,1,278.95,0.00,278.95
SO018856-1,SO018856,1,V00068,P0003,3,164.95,0.00,494.85
SO018857-1,SO018857,1,V00664,P0032,1,39.95,0.00,39.95
SO018858-1,SO018858,1,V00714,P0037,1,228.95,0.00,228.95
SO018858-2,SO018858,2,V00556,P0026,1,52.95,0.00,52.95
SO018858-3,SO018858,3,V00739,P0050,2,215.95,0.00,431.90
SO018859-1,SO018859,1,V00672,P0032,1,39.95,0.00,39.95
SO018859-2,SO018859,2,V00519,P0024,1,122.95,18.44,104.51
SO018859-3,SO018859,3,V00407,P0018,1,180.95,0.00,180.95
SO018860-1,SO018860,1,V00525,P0024,1,122.95,0.00,122.95
SO018860-2,SO018860,2,V00531,P0025,3,95.95,0.00,287.85
SO018860-3,SO018860,3,V00200,P0009,1,119.95,0.00,119.95
SO018860-4,SO018860,4,V00724,P0042,1,358.95,0.00,358.95
SO018861-1,SO018861,1,V00363,P0016,1,218.95,0.00,218.95
SO018861-2,SO018861,2,V00030,P0002,2,190.95,76.38,305.52
SO018862-1,SO018862,1,V00674,P0033,1,48.95,0.00,48.95
SO018862-2,SO018862,2,V00078,P0004,1,240.95,0.00,240.95
SO018863-1,SO018863,1,V00273,P0012,1,116.95,0.00,116.95
SO018863-2,SO018863,2,V00514,P0024,1,122.95,0.00,122.95
SO018863-3,SO018863,3,V00712,P0036,2,177.95,0.00,355.90
SO018863-4,SO018863,4,V00709,P0035,1,192.95,0.00,192.95
SO018864-1,SO018864,1,V00357,P0015,1,219.95,0.00,219.95
SO018864-2,SO018864,2,V00674,P0033,1,48.95,0.00,48.95
SO018864-3,SO018864,3,V00131,P0006,1,162.95,0.00,162.95
SO018864-4,SO018864,4,V00734,P0047,1,89.95,0.00,89.95
SO018864-5,SO018864,5,V00472,P0021,1,278.95,0.00,278.95
SO018865-1,SO018865,1,V00142,P0006,1,162.95,0.00,162.95
SO018866-1,SO018866,1,V00211,P0009,1,119.95,0.00,119.95
SO018867-1,SO018867,1,V00115,P0005,1,133.95,0.00,133.95
SO018868-1,SO018868,1,V00616,P0029,2,135.95,0.00,271.90
SO018868-2,SO018868,2,V00646,P0031,1,75.95,0.00,75.95
SO018869-1,SO018869,1,V00065,P0003,1,164.95,24.74,140.21
SO018870-1,SO018870,1,V00482,P0022,2,439.95,0.00,879.90
SO018870-2,SO018870,2,V00620,P0030,1,133.95,0.00,133.95
SO018870-3,SO018870,3,V00724,P0042,1,358.95,0.00,358.95
SO018871-1,SO018871,1,V00735,P0048,3,83.95,0.00,251.85
SO018871-2,SO018871,2,V00597,P0028,1,93.95,0.00,93.95
SO018871-3,SO018871,3,V00405,P0018,1,180.95,0.00,180.95
SO018871-4,SO018871,4,V00562,P0026,1,52.95,0.00,52.95
SO018871-5,SO018871,5,V00584,P0028,1,93.95,9.40,84.55
SO018872-1,SO018872,1,V00635,P0030,1,133.95,0.00,133.95
SO018872-2,SO018872,2,V00230,P0010,1,108.95,0.00,108.95
SO018873-1,SO018873,1,V00730,P0045,1,93.95,0.00,93.95
SO018874-1,SO018874,1,V00350,P0015,1,219.95,0.00,219.95
SO018874-2,SO018874,2,V00663,P0032,1,39.95,0.00,39.95
SO018875-1,SO018875,1,V00462,P0021,2,278.95,0.00,557.90
SO018876-1,SO018876,1,V00556,P0026,1,52.95,0.00,52.95
SO018876-2,SO018876,2,V00364,P0016,1,218.95,0.00,218.95
SO018876-3,SO018876,3,V00737,P0049,1,51.95,7.79,44.16
SO018877-1,SO018877,1,V00721,P0041,2,211.95,0.00,423.90
SO018877-2,SO018877,2,V00549,P0026,1,52.95,0.00,52.95
SO018877-3,SO018877,3,V00721,P0041,1,211.95,0.00,211.95
SO018878-1,SO018878,1,V00654,P0031,1,75.95,15.19,60.76
SO018878-2,SO018878,2,V00726,P0043,2,138.95,41.68,236.22
SO018878-3,SO018878,3,V00222,P0010,1,108.95,10.90,98.05
SO018878-4,SO018878,4,V00308,P0013,3,175.95,0.00,527.85
SO018878-5,SO018878,5,V00525,P0024,1,122.95,0.00,122.95
SO018879-1,SO018879,1,V00301,P0013,1,175.95,0.00,175.95
SO018880-1,SO018880,1,V00621,P0030,2,133.95,0.00,267.90
SO018881-1,SO018881,1,V00721,P0041,1,211.95,31.79,180.16
SO018881-2,SO018881,2,V00448,P0020,1,425.95,0.00,425.95
SO018881-3,SO018881,3,V00459,P0021,3,278.95,0.00,836.85
SO018881-4,SO018881,4,V00739,P0050,1,215.95,0.00,215.95
SO018882-1,SO018882,1,V00708,P0034,2,61.95,24.78,99.12
SO018882-2,SO018882,2,V00454,P0020,1,425.95,0.00,425.95
SO018882-3,SO018882,3,V00210,P0009,1,119.95,0.00,119.95
SO018883-1,SO018883,1,V00560,P0026,1,52.95,0.00,52.95
SO018884-1,SO018884,1,V00740,P0050,1,215.95,0.00,215.95
SO018884-2,SO018884,2,V00734,P0047,1,89.95,0.00,89.95
SO018884-3,SO018884,3,V00740,P0050,1,215.95,0.00,215.95
SO018884-4,SO018884,4,V00586,P0028,3,93.95,28.18,253.67
SO018885-1,SO018885,1,V00713,P0037,1,228.95,0.00,228.95
SO018886-1,SO018886,1,V00288,P0012,1,116.95,0.00,116.95
SO018887-1,SO018887,1,V00430,P0019,1,250.95,0.00,250.95
SO018887-2,SO018887,2,V00709,P0035,2,192.95,0.00,385.90
SO018887-3,SO018887,3,V00742,P0051,1,73.95,0.00,73.95
SO018887-4,SO018887,4,V00009,P0001,1,271.95,40.79,231.16
SO018888-1,SO018888,1,V00063,P0003,1,164.95,0.00,164.95
SO018889-1,SO018889,1,V00743,P0052,1,131.95,0.00,131.95
SO018889-2,SO018889,2,V00418,P0018,1,180.95,0.00,180.95
SO018889-3,SO018889,3,V00721,P0041,1,211.95,0.00,211.95
SO018890-1,SO018890,1,V00367,P0016,1,218.95,43.79,175.16
SO018890-2,SO018890,2,V00410,P0018,1,180.95,0.00,180.95
SO018890-3,SO018890,3,V00733,P0047,1,89.95,0.00,89.95
SO018891-1,SO018891,1,V00569,P0027,1,82.95,16.59,66.36
SO018892-1,SO018892,1,V00627,P0030,1,133.95,0.00,133.95
SO018892-2,SO018892,2,V00343,P0015,1,219.95,0.00,219.95
SO018892-3,SO018892,3,V00157,P0007,1,126.95,0.00,126.95
SO018892-4,SO018892,4,V00711,P0036,1,177.95,0.00,177.95
SO018892-5,SO018892,5,V00006,P0001,1,271.95,0.00,271.95
SO018893-1,SO018893,1,V00726,P0043,1,138.95,0.00,138.95
SO018894-1,SO018894,1,V00720,P0040,1,339.95,0.00,339.95
SO018895-1,SO018895,1,V00644,P0031,1,75.95,0.00,75.95
SO018895-2,SO018895,2,V00486,P0022,1,439.95,0.00,439.95
SO018895-3,SO018895,3,V00485,P0022,1,439.95,0.00,439.95
SO018895-4,SO018895,4,V00592,P0028,1,93.95,0.00,93.95
SO018895-5,SO018895,5,V00664,P0032,2,39.95,0.00,79.90
SO018896-1,SO018896,1,V00713,P0037,1,228.95,0.00,228.95
SO018896-2,SO018896,2,V00737,P0049,1,51.95,0.00,51.95
SO018897-1,SO018897,1,V00603,P0029,1,135.95,0.00,135.95
SO018898-1,SO018898,1,V00597,P0028,1,93.95,9.40,84.55
SO018898-2,SO018898,2,V00270,P0012,2,116.95,0.00,233.90
SO018899-1,SO018899,1,V00744,P0052,1,131.95,0.00,131.95
SO018900-1,SO018900,1,V00692,P0034,1,61.95,0.00,61.95
SO018900-2,SO018900,2,V00289,P0013,1,175.95,17.60,158.35
SO018900-3,SO018900,3,V00713,P0037,1,228.95,0.00,228.95
SO018901-1,SO018901,1,V00730,P0045,1,93.95,0.00,93.95
SO018902-1,SO018902,1,V00383,P0016,1,218.95,0.00,218.95
SO018902-2,SO018902,2,V00709,P0035,1,192.95,0.00,192.95
SO018902-3,SO018902,3,V00723,P0042,1,358.95,0.00,358.95
SO018903-1,SO018903,1,V00491,P0022,2,439.95,0.00,879.90
SO018904-1,SO018904,1,V00718,P0039,1,220.95,0.00,220.95
SO018905-1,SO018905,1,V00744,P0052,1,131.95,0.00,131.95
SO018905-2,SO018905,2,V00715,P0038,1,476.95,0.00,476.95
SO018906-1,SO018906,1,V00608,P0029,2,135.95,0.00,271.90
SO018907-1,SO018907,1,V00718,P0039,1,220.95,33.14,187.81
SO018907-2,SO018907,2,V00706,P0034,3,61.95,37.17,148.68
SO018907-3,SO018907,3,V00515,P0024,1,122.95,0.00,122.95
SO018907-4,SO018907,4,V00721,P0041,1,211.95,0.00,211.95
SO018908-1,SO018908,1,V00002,P0001,3,271.95,0.00,815.85
SO018908-2,SO018908,2,V00416,P0018,1,180.95,0.00,180.95
SO018909-1,SO018909,1,V00467,P0021,1,278.95,0.00,278.95
SO018909-2,SO018909,2,V00354,P0015,1,219.95,0.00,219.95
SO018909-3,SO018909,3,V00538,P0025,1,95.95,0.00,95.95
SO018909-4,SO018909,4,V00127,P0006,1,162.95,0.00,162.95
SO018910-1,SO018910,1,V00345,P0015,1,219.95,0.00,219.95
SO018911-1,SO018911,1,V00709,P0035,1,192.95,0.00,192.95
SO018911-2,SO018911,2,V00727,P0044,1,115.95,0.00,115.95
SO018911-3,SO018911,3,V00634,P0030,1,133.95,0.00,133.95
SO018912-1,SO018912,1,V00628,P0030,1,133.95,0.00,133.95
SO018912-2,SO018912,2,V00663,P0032,1,39.95,0.00,39.95
SO018912-3,SO018912,3,V00194,P0009,1,119.95,17.99,101.96
SO018912-4,SO018912,4,V00737,P0049,1,51.95,0.00,51.95
SO018913-1,SO018913,1,V00726,P0043,1,138.95,0.00,138.95
SO018913-2,SO018913,2,V00306,P0013,1,175.95,0.00,175.95
SO018913-3,SO018913,3,V00046,P0002,1,190.95,38.19,152.76
SO018913-4,SO018913,4,V00741,P0051,1,73.95,0.00,73.95
SO018914-1,SO018914,1,V00727,P0044,1,115.95,0.00,115.95
SO018914-2,SO018914,2,V00711,P0036,1,177.95,0.00,177.95
SO018914-3,SO018914,3,V00721,P0041,1,211.95,0.00,211.95
SO018915-1,SO018915,1,V00663,P0032,1,39.95,7.99,31.96
SO018915-2,SO018915,2,V00720,P0040,1,339.95,0.00,339.95
SO018915-3,SO018915,3,V00042,P0002,3,190.95,0.00,572.85
SO018916-1,SO018916,1,V00514,P0024,1,122.95,0.00,122.95
SO018916-2,SO018916,2,V00700,P0034,1,61.95,0.00,61.95
SO018917-1,SO018917,1,V00519,P0024,3,122.95,0.00,368.85
SO018917-2,SO018917,2,V00712,P0036,1,177.95,0.00,177.95
SO018918-1,SO018918,1,V00489,P0022,1,439.95,0.00,439.95
SO018919-1,SO018919,1,V00483,P0022,1,439.95,0.00,439.95
